iter	Passed	Remaining
401	8606	55618
402	8622	55562
403	8647	55569
404	8671	55561
405	8690	55522
406	8705	55465
407	8725	55431
408	8755	55468
409	8780	55470
410	8801	55445
411	8816	55383
412	8836	55349
413	8852	55298
414	8871	55256
415	8888	55209
416	8904	55158
417	8922	55116
418	8936	55049
419	8952	54994
420	8967	54936
421	8985	54891
422	9002	54843
423	9017	54782
424	9032	54726
425	9052	54698
426	9069	54649
427	9086	54605
428	9102	54550
429	9119	54506
430	9138	54472
431	9156	54431
432	9176	54399
433	9189	54333
434	9208	54299
435	9232	54291
436	9250	54252
437	9267	54210
438	9282	54151
439	9301	54118
440	9316	54063
441	9336	54031
442	9351	53976
443	9368	53931
444	9388	53906
445	9403	53851
446	9420	53806
447	9438	53765
448	9454	53714
449	9468	53657
450	9484	53607
451	9505	53582
452	9526	53562
453	9550	53559
454	9570	53532
455	9593	53520
456	9612	53488
457	9630	53448
458	9645	53398
459	9663	53359
460	9683	53331
461	9700	53289
462	9726	53296
463	9749	53284
464	9766	53242
465	9787	53224
466	9802	53171
467	9819	53126
468	9845	53131
469	9868	53122
470	9890	53104
471	9909	53072
472	9927	53039
473	9943	52990
474	9962	52956
475	9983	52936
476	10011	52952
477	10035	52947
478	10051	52900
479	10067	52854
480	10087	52825
481	10101	52769
482	10122	52750
483	10138	52705
484	10155	52662
485	10172	52622
486	10190	52582
487	10211	52564
488	10232	52543
489	10260	52559
490	10289	52578
491	10310	52560
492	10334	52554
493	10356	52537
494	10380	52532
495	10400	52507
496	10424	52501
497	10442	52464
498	10467	52464
499	10493	52467
500	10518	52465
501	10547	52484
502	10575	52499
503	10602	52506
504	10625	52496
505	10647	52480
506	10675	52493
507	10691	52445
508	10713	52431
509	10733	52406
510	10750	52363
511	10770	52340
512	10793	52324
513	10807	52273
514	10823	52225
515	10841	52188
516	10859	52153
517	10880	52132
518	10901	52111
519	10924	52100
520	10944	52078
521	10969	52073
522	10995	52074
523	11008	52015
524	11028	51992
525	11051	51980
526	11066	51932
527	11082	51888
528	11103	51866
529	11120	51824
530	11140	51801
531	11168	51811
532	11183	51763
533	11196	51705
534	11221	51701
535	11234	51645
536	11247	51585
537	11264	51548
538	11286	51532
539	11301	51485
540	11328	51489
541	11351	51478
542	11371	51455
543	11392	51432
544	11406	51380
545	11425	51353
546	11446	51333
547	11476	51352
548	11496	51324
549	11522	51328
550	11549	51335
551	11582	51366
552	11601	51335
553	11628	51343
554	11643	51295
555	11659	51253
556	11675	51209
557	11693	51176
558	11716	51162
559	11731	51116
560	11746	51069
561	11759	51015
562	11780	50993
563	11801	50974
564	11825	50966
565	11845	50941
566	11867	50923
567	11891	50914
568	11913	50898
569	11936	50889
570	11955	50859
571	11977	50840
572	12003	50841
573	12027	50834
574	12045	50802
575	12067	50782
576	12092	50778
577	12112	50754
578	12129	50715
579	12148	50690
580	12173	50684
581	12194	50663
582	12221	50667
583	12234	50614
584	12258	50603
585	12277	50578
586	12291	50525
587	12312	50507
588	12331	50477
589	12360	50487
590	12385	50483
591	12401	50443
592	12419	50412
593	12441	50393
594	12459	50361
595	12485	50361
596	12506	50341
597	12531	50335
598	12552	50313
599	12578	50315
600	12607	50323
601	12638	50344
602	12657	50317
603	12675	50284
604	12706	50302
605	12739	50327
606	12770	50346
607	12798	50352
608	12816	50318
609	12838	50303
610	12854	50259
611	12870	50222
612	12887	50182
613	12902	50140
614	12917	50093
615	12937	50071
616	12952	50025
617	12965	49972
618	12979	49926
619	13002	49912
620	13023	49891
621	13038	49846
622	13057	49821
623	13075	49787
624	13090	49745
625	13105	49700
626	13128	49688
627	13150	49669
628	13173	49655
629	13193	49632
630	13208	49591
631	13223	49544
632	13239	49507
633	13257	49473
634	13271	49429
635	13290	49400
636	13304	49353
637	13322	49323
638	13337	49279
639	13364	49281
640	13378	49234
641	13396	49205
642	13410	49156
643	13421	49100
644	13432	49042
645	13441	48981
646	13448	48909
647	13456	48840
648	13466	48782
649	13487	48763
650	13504	48728
651	13526	48713
652	13547	48692
653	13571	48683
654	13596	48679
655	13613	48644
656	13628	48603
657	13651	48588
658	13673	48572
659	13694	48552
660	13711	48520
661	13724	48470
662	13743	48444
663	13761	48414
664	13784	48400
665	13802	48371
666	13826	48362
667	13844	48330
668	13858	48288
669	13873	48246
670	13893	48223
671	13911	48194
672	13926	48154
673	13952	48149
674	13974	48133
675	13990	48096
676	14003	48050
677	14024	48029
678	14038	47986
679	14051	47941
680	14064	47892
681	14078	47849
682	14091	47804
683	14107	47768
684	14123	47732
685	14151	47736
686	14169	47704
687	14185	47670
688	14207	47653
689	14233	47652
690	14256	47639
691	14285	47647
692	14306	47625
693	14327	47607
694	14342	47566
695	14363	47547
696	14385	47532
697	14406	47511
698	14429	47499
699	14460	47513
700	14479	47487
701	14504	47479
702	14523	47455
703	14552	47461
704	14584	47475
705	14605	47457
706	14639	47480
707	14658	47455
708	14675	47421
709	14692	47388
710	14711	47362
711	14730	47334
712	14751	47316
713	14769	47286
714	14792	47273
715	14817	47265
716	14832	47228
717	14852	47203
718	14875	47191
719	14892	47158
720	14908	47124
721	14923	47084
722	14939	47048
723	14960	47031
724	14977	46999
725	14995	46968
726	15013	46940
727	15033	46917
728	15049	46883
729	15067	46855
730	15083	46819
731	15099	46782
732	15118	46757
733	15134	46723
734	15151	46690
735	15167	46656
736	15181	46616
737	15195	46575
738	15209	46535
739	15225	46498
740	15245	46475
741	15261	46442
742	15279	46414
743	15296	46383
744	15313	46350
745	15330	46318
746	15346	46284
747	15365	46259
748	15381	46225
749	15399	46198
750	15417	46169
751	15433	46137
752	15451	46107
753	15471	46086
754	15497	46081
755	15514	46051
756	15535	46031
757	15564	46035
758	15589	46030
759	15608	46004
760	15632	45992
761	15650	45965
762	15668	45937
763	15687	45911
764	15705	45884
765	15725	45863
766	15758	45878
767	15787	45882
768	15809	45866
769	15833	45854
770	15847	45817
771	15872	45807
772	15892	45786
773	15922	45793
774	15945	45777
775	15972	45776
776	15990	45748
777	16013	45735
778	16040	45731
779	16064	45721
780	16088	45711
781	16102	45672
782	16128	45666
783	16152	45655
784	16174	45637
785	16187	45596
786	16205	45568
787	16218	45525
788	16233	45490
789	16247	45452
790	16261	45414
791	16277	45379
792	16289	45334
793	16301	45290
794	16319	45263
795	16332	45220
796	16345	45180
797	16359	45142
798	16372	45102
799	16387	45064
800	16404	45035
801	16418	44997
802	16431	44956
803	16449	44927
804	16463	44892
805	16479	44859
806	16495	44825
807	16511	44792
808	16524	44753
809	16539	44717
810	16555	44685
811	16577	44669
812	16600	44656
813	16619	44630
814	16652	44644
815	16673	44627
816	16702	44629
817	16724	44611
818	16738	44575
819	16757	44550
820	16777	44528
821	16796	44505
822	16823	44501
823	16843	44479
824	16868	44470
825	16890	44453
826	16915	44447
827	16947	44456
828	16968	44436
829	16984	44406
830	17002	44377
831	17022	44355
832	17049	44353
833	17067	44327
834	17083	44294
835	17103	44273
836	17121	44246
837	17135	44210
838	17151	44176
839	17165	44139
840	17178	44100
841	17193	44065
842	17206	44026
843	17220	43988
844	17231	43946
845	17247	43914
846	17265	43887
847	17279	43851
848	17294	43815
849	17308	43780
850	17323	43747
851	17336	43708
852	17349	43668
853	17362	43629
854	17377	43596
855	17391	43559
856	17407	43529
857	17422	43496
858	17438	43464
859	17454	43433
860	17469	43400
861	17483	43364
862	17496	43325
863	17511	43291
864	17528	43264
865	17552	43252
866	17569	43225
867	17585	43192
868	17603	43168
869	17619	43138
870	17634	43104
871	17655	43086
872	17679	43074
873	17694	43042
874	17708	43006
875	17723	42972
876	17738	42941
877	17752	42904
878	17769	42877
879	17783	42842
880	17798	42808
881	17813	42777
882	17829	42745
883	17842	42708
884	17860	42682
885	17873	42645
886	17888	42613
887	17904	42584
888	17918	42549
889	17936	42523
890	17950	42487
891	17964	42455
892	17982	42428
893	17995	42392
894	18010	42360
895	18026	42329
896	18041	42297
897	18055	42264
898	18072	42236
899	18086	42202
900	18103	42173
901	18118	42142
902	18132	42107
903	18146	42075
904	18161	42042
905	18175	42008
906	18189	41973
907	18203	41941
908	18219	41910
909	18235	41881
910	18251	41851
911	18268	41824
912	18283	41793
913	18299	41764
914	18325	41757
915	18343	41734
916	18358	41701
917	18372	41667
918	18386	41634
919	18407	41616
920	18425	41592
921	18439	41559
922	18453	41525
923	18467	41492
924	18490	41478
925	18505	41446
926	18518	41412
927	18542	41399
928	18565	41386
929	18583	41362
930	18608	41354
931	18625	41327
932	18649	41315
933	18675	41309
934	18695	41289
935	18724	41289
936	18752	41288
937	18784	41294
938	18807	41279
939	18829	41265
940	18858	41264
941	18876	41238
942	18904	41237
943	18931	41232
944	18948	41205
945	18961	41170
946	18979	41144
947	18994	41115
948	19009	41083
949	19026	41057
950	19043	41030
951	19061	41005
952	19077	40977
953	19100	40963
954	19114	40931
955	19128	40899
956	19144	40869
957	19160	40840
958	19174	40807
959	19188	40775
960	19213	40767
961	19228	40735
962	19246	40710
963	19265	40689
964	19282	40662
965	19296	40630
966	19310	40597
967	19325	40568
968	19340	40536
969	19360	40516
970	19384	40505
971	19401	40480
972	19424	40466
973	19440	40437
974	19454	40405
975	19480	40398
976	19494	40365
977	19506	40329
978	19523	40303
979	19539	40274
980	19559	40255
981	19583	40243
982	19600	40218
983	19625	40207
984	19658	40215
985	19680	40198
986	19698	40174
987	19723	40165
988	19737	40133
989	19754	40106
990	19770	40079
991	19792	40063
992	19811	40042
993	19828	40016
994	19849	39997
995	19871	39981
996	19887	39955
997	19900	39921
998	19916	39891
999	19931	39862
1000	19947	39834
1001	19960	39802
1002	19975	39771
1003	19991	39743
1004	20004	39710
1005	20021	39684
1006	20038	39659
1007	20056	39636
1008	20069	39602
1009	20083	39571
1010	20098	39541
1011	20114	39513
1012	20129	39483
1013	20147	39460
1014	20162	39431
1015	20180	39407
1016	20193	39373
1017	20205	39339
1018	20221	39311
1019	20234	39279
1020	20249	39248
1021	20265	39222
1022	20279	39190
1023	20294	39162
1024	20310	39135
1025	20326	39106
1026	20342	39079
1027	20357	39051
1028	20369	39017
1029	20384	38986
1030	20399	38958
1031	20413	38927
1032	20432	38907
1033	20446	38876
1034	20464	38852
1035	20480	38825
1036	20495	38797
1037	20513	38774
1038	20530	38748
1039	20548	38725
1040	20580	38729
1041	20601	38712
1042	20622	38694
1043	20650	38689
1044	20672	38675
1045	20699	38667
1046	20713	38637
1047	20732	38615
1048	20746	38586
1049	20783	38598
1050	20806	38583
1051	20830	38572
1052	20848	38548
1053	20862	38519
1054	20877	38490
1055	20893	38463
1056	20909	38436
1057	20929	38416
1058	20943	38385
1059	20957	38356
1060	20971	38326
1061	20987	38298
1062	21000	38267
1063	21017	38242
1064	21031	38212
1065	21047	38185
1066	21061	38155
1067	21076	38127
1068	21092	38101
1069	21106	38071
1070	21123	38045
1071	21140	38020
1072	21157	37995
1073	21176	37975
1074	21189	37944
1075	21205	37917
1076	21224	37897
1077	21241	37871
1078	21261	37852
1079	21274	37822
1080	21289	37793
1081	21305	37767
1082	21323	37743
1083	21342	37723
1084	21356	37693
1085	21379	37680
1086	21398	37658
1087	21415	37633
1088	21434	37613
1089	21452	37590
1090	21473	37574
1091	21493	37555
1092	21518	37544
1093	21538	37525
1094	21559	37507
1095	21583	37496
1096	21608	37485
1097	21628	37466
1098	21652	37454
1099	21691	37467
1100	21723	37468
1101	21755	37470
1102	21784	37466
1103	21813	37462
1104	21860	37489
1105	21885	37479
1106	21909	37466
1107	21932	37451
1108	21957	37440
1109	21976	37420
1110	21999	37405
1111	22019	37385
1112	22038	37363
1113	22061	37350
1114	22083	37334
1115	22101	37311
1116	22119	37288
1117	22142	37273
1118	22161	37252
1119	22175	37222
1120	22192	37198
1121	22211	37177
1122	22228	37153
1123	22249	37134
1124	22262	37103
1125	22276	37074
1126	22290	37044
1127	22303	37014
1128	22321	36991
1129	22337	36965
1130	22353	36939
1131	22370	36914
1132	22391	36897
1133	22404	36866
1134	22421	36841
1135	22435	36813
1136	22450	36785
1137	22475	36774
1138	22493	36752
1139	22519	36741
1140	22537	36719
1141	22556	36698
1142	22581	36687
1143	22601	36667
1144	22633	36667
1145	22652	36646
1146	22676	36633
1147	22693	36609
1148	22708	36583
1149	22721	36552
1150	22734	36521
1151	22746	36489
1152	22767	36471
1153	22795	36465
1154	22812	36440
1155	22832	36421
1156	22852	36401
1157	22873	36383
1158	22887	36355
1159	22902	36327
1160	22919	36303
1161	22934	36276
1162	22952	36255
1163	22971	36233
1164	22991	36214
1165	23008	36189
1166	23023	36162
1167	23038	36136
1168	23053	36109
1169	23067	36079
1170	23084	36055
1171	23103	36035
1172	23119	36010
1173	23136	35985
1174	23152	35959
1175	23168	35935
1176	23184	35908
1177	23199	35881
1178	23211	35851
1179	23229	35828
1180	23245	35803
1181	23270	35791
1182	23286	35766
1183	23302	35740
1184	23319	35716
1185	23339	35698
1186	23357	35675
1187	23380	35661
1188	23397	35637
1189	23413	35611
1190	23436	35598
1191	23459	35582
1192	23478	35561
1193	23500	35545
1194	23518	35524
1195	23540	35507
1196	23566	35497
1197	23591	35485
1198	23623	35484
1199	23651	35477
1200	23674	35461
1201	23693	35441
1202	23710	35418
1203	23728	35395
1204	23751	35381
1205	23771	35362
1206	23797	35351
1207	23817	35331
1208	23839	35315
1209	23854	35289
1210	23879	35276
1211	23899	35258
1212	23919	35238
1213	23945	35227
1214	23961	35202
1215	23975	35174
1216	24008	35174
1217	24023	35148
1218	24042	35127
1219	24063	35109
1220	24088	35096
1221	24107	35075
1222	24126	35055
1223	24148	35038
1224	24170	35023
1225	24191	35004
1226	24213	34987
1227	24236	34973
1228	24255	34953
1229	24283	34944
1230	24303	34925
1231	24319	34900
1232	24338	34879
1233	24363	34867
1234	24382	34845
1235	24401	34826
1236	24424	34810
1237	24441	34786
1238	24457	34761
1239	24472	34735
1240	24488	34710
1241	24511	34694
1242	24535	34680
1243	24556	34662
1244	24571	34637
1245	24589	34615
1246	24609	34594
1247	24630	34577
1248	24647	34554
1249	24669	34537
1250	24683	34509
1251	24702	34488
1252	24716	34460
1253	24732	34435
1254	24748	34411
1255	24763	34384
1256	24781	34363
1257	24797	34337
1258	24812	34311
1259	24833	34293
1260	24850	34270
1261	24866	34245
1262	24882	34221
1263	24897	34194
1264	24913	34170
1265	24929	34145
1266	24947	34122
1267	24961	34095
1268	24977	34070
1269	24992	34045
1270	25007	34018
1271	25026	33998
1272	25041	33971
1273	25055	33944
1274	25070	33919
1275	25085	33893
1276	25100	33866
1277	25117	33843
1278	25132	33817
1279	25147	33791
1280	25165	33769
1281	25178	33742
1282	25193	33715
1283	25205	33685
1284	25218	33657
1285	25233	33631
1286	25249	33607
1287	25266	33583
1288	25281	33558
1289	25296	33532
1290	25310	33506
1291	25330	33486
1292	25344	33459
1293	25364	33440
1294	25379	33415
1295	25394	33388
1296	25409	33364
1297	25426	33339
1298	25449	33325
1299	25470	33307
1300	25485	33281
1301	25505	33263
1302	25530	33250
1303	25560	33244
1304	25582	33227
1305	25606	33214
1306	25641	33214
1307	25667	33202
1308	25688	33184
1309	25709	33167
1310	25728	33147
1311	25748	33127
1312	25768	33108
1313	25792	33095
1314	25823	33089
1315	25847	33074
1316	25867	33056
1317	25891	33041
1318	25909	33020
1319	25937	33010
1320	25960	32996
1321	25988	32987
1322	26013	32974
1323	26034	32956
1324	26051	32933
1325	26071	32913
1326	26089	32892
1327	26115	32880
1328	26131	32855
1329	26156	32842
1330	26175	32822
1331	26209	32820
1332	26235	32809
1333	26252	32786
1334	26277	32773
1335	26301	32758
1336	26319	32737
1337	26336	32714
1338	26353	32690
1339	26368	32665
1340	26382	32638
1341	26398	32614
1342	26420	32597
1343	26440	32578
1344	26455	32552
1345	26470	32527
1346	26493	32511
1347	26521	32502
1348	26550	32493
1349	26571	32476
1350	26592	32457
1351	26632	32463
1352	26655	32447
1353	26673	32425
1354	26700	32414
1355	26741	32421
1356	26770	32412
1357	26786	32388
1358	26802	32364
1359	26820	32342
1360	26836	32318
1361	26866	32310
1362	26882	32286
1363	26895	32259
1364	26923	32248
1365	26956	32245
1366	26982	32232
1367	26999	32209
1368	27013	32183
1369	27030	32160
1370	27048	32138
1371	27069	32120
1372	27084	32095
1373	27099	32070
1374	27117	32047
1375	27133	32024
1376	27147	31997
1377	27164	31974
1378	27180	31949
1379	27193	31922
1380	27205	31894
1381	27222	31870
1382	27247	31857
1383	27264	31834
1384	27287	31819
1385	27308	31801
1386	27326	31778
1387	27347	31761
1388	27363	31737
1389	27385	31719
1390	27400	31695
1391	27417	31671
1392	27434	31648
1393	27449	31623
1394	27465	31600
1395	27482	31577
1396	27498	31553
1397	27511	31526
1398	27531	31506
1399	27553	31489
1400	27570	31467
1401	27585	31441
1402	27609	31427
1403	27634	31413
1404	27658	31398
1405	27678	31378
1406	27710	31373
1407	27730	31353
1408	27750	31335
1409	27780	31327
1410	27798	31305
1411	27814	31281
1412	27843	31272
1413	27875	31266
1414	27903	31255
1415	27932	31247
1416	27957	31233
1417	27981	31217
1418	28010	31208
1419	28030	31188
1420	28046	31164
1421	28070	31149
1422	28092	31132
1423	28120	31122
1424	28155	31118
1425	28184	31109
1426	28215	31102
1427	28233	31080
1428	28248	31056
1429	28265	31032
1430	28285	31013
1431	28300	30988
1432	28320	30968
1433	28338	30947
1434	28356	30925
1435	28372	30901
1436	28386	30875
1437	28405	30855
1438	28422	30831
1439	28438	30808
1440	28455	30785
1441	28471	30762
1442	28488	30739
1443	28506	30717
1444	28520	30691
1445	28535	30666
1446	28552	30643
1447	28570	30622
1448	28584	30596
1449	28601	30573
1450	28617	30550
1451	28633	30526
1452	28651	30505
1453	28668	30482
1454	28688	30462
1455	28703	30438
1456	28719	30415
1457	28743	30399
1458	28758	30375
1459	28780	30357
1460	28794	30331
1461	28818	30316
1462	28833	30291
1463	28859	30279
1464	28882	30262
1465	28897	30238
1466	28912	30213
1467	28930	30191
1468	28947	30169
1469	28962	30144
1470	28979	30122
1471	28995	30098
1472	29012	30075
1473	29025	30049
1474	29042	30027
1475	29056	30001
1476	29066	29971
1477	29074	29939
1478	29082	29908
1479	29091	29877
1480	29108	29854
1481	29124	29832
1482	29139	29807
1483	29153	29782
1484	29170	29760
1485	29189	29739
1486	29203	29713
1487	29218	29690
1488	29234	29666
1489	29248	29641
1490	29264	29618
1491	29280	29594
1492	29296	29571
1493	29318	29554
1494	29333	29529
1495	29349	29506
1496	29366	29484
1497	29381	29459
1498	29402	29441
1499	29417	29417
1500	29435	29396
1501	29452	29374
1502	29473	29355
1503	29489	29332
1504	29510	29314
1505	29529	29294
1506	29546	29272
1507	29564	29250
1508	29580	29227
1509	29596	29204
1510	29621	29189
1511	29640	29169
1512	29660	29150
1513	29687	29138
1514	29715	29126
1515	29735	29108
1516	29758	29091
1517	29780	29074
1518	29800	29055
1519	29820	29035
1520	29833	29009
1521	29851	28988
1522	29876	28974
1523	29913	28970
1524	29941	28959
1525	29966	28945
1526	29987	28927
1527	30001	28901
1528	30020	28881
1529	30035	28857
1530	30051	28834
1531	30072	28815
1532	30088	28792
1533	30105	28770
1534	30121	28747
1535	30137	28725
1536	30151	28700
1537	30165	28675
1538	30184	28654
1539	30200	28631
1540	30215	28607
1541	30231	28584
1542	30246	28560
1543	30265	28540
1544	30279	28515
1545	30296	28493
1546	30311	28469
1547	30326	28445
1548	30347	28427
1549	30364	28405
1550	30382	28384
1551	30396	28359
1552	30411	28335
1553	30430	28315
1554	30447	28293
1555	30462	28270
1556	30476	28245
1557	30492	28222
1558	30511	28202
1559	30525	28177
1560	30539	28152
1561	30555	28129
1562	30571	28106
1563	30586	28083
1564	30610	28068
1565	30626	28044
1566	30645	28025
1567	30673	28013
1568	30695	27995
1569	30711	27972
1570	30733	27955
1571	30749	27932
1572	30768	27912
1573	30786	27891
1574	30802	27868
1575	30817	27845
1576	30832	27821
1577	30854	27804
1578	30870	27781
1579	30887	27760
1580	30901	27735
1581	30918	27713
1582	30934	27690
1583	30950	27668
1584	30965	27644
1585	30986	27625
1586	31005	27606
1587	31022	27584
1588	31037	27560
1589	31055	27539
1590	31072	27517
1591	31087	27494
1592	31107	27475
1593	31128	27457
1594	31149	27439
1595	31165	27416
1596	31180	27392
1597	31193	27367
1598	31209	27345
1599	31230	27327
1600	31248	27305
1601	31267	27286
1602	31284	27264
1603	31307	27247
1604	31324	27225
1605	31342	27205
1606	31357	27181
1607	31374	27159
1608	31393	27140
1609	31409	27117
1610	31427	27096
1611	31441	27072
1612	31458	27050
1613	31475	27029
1614	31491	27006
1615	31506	26983
1616	31526	26964
1617	31542	26941
1618	31561	26922
1619	31579	26900
1620	31604	26886
1621	31620	26864
1622	31642	26846
1623	31678	26841
1624	31701	26824
1625	31723	26806
1626	31742	26786
1627	31770	26774
1628	31787	26753
1629	31826	26750
1630	31870	26751
1631	31884	26726
1632	31905	26708
1633	31922	26686
1634	31936	26662
1635	31962	26648
1636	31983	26630
1637	31998	26606
1638	32014	26584
1639	32027	26559
1640	32044	26538
1641	32061	26515
1642	32074	26491
1643	32091	26469
1644	32107	26447
1645	32121	26423
1646	32140	26403
1647	32157	26381
1648	32171	26357
1649	32185	26333
1650	32198	26308
1651	32220	26291
1652	32238	26270
1653	32266	26257
1654	32298	26248
1655	32315	26226
1656	32331	26204
1657	32355	26188
1658	32371	26166
1659	32394	26149
1660	32409	26126
1661	32425	26103
1662	32447	26086
1663	32469	26069
