iter	Passed	Remaining
1664	32493	26053
1665	32508	26030
1666	32525	26008
1667	32543	25987
1668	32560	25966
1669	32585	25951
1670	32609	25935
1671	32630	25917
1672	32660	25905
1673	32684	25890
1674	32702	25869
1675	32727	25853
1676	32747	25834
1677	32763	25812
1678	32782	25792
1679	32803	25773
1680	32840	25768
1681	32864	25752
1682	32884	25732
1683	32905	25714
1684	32931	25700
1685	32946	25677
1686	32968	25659
1687	32985	25638
1688	33003	25617
1689	33020	25595
1690	33035	25572
1691	33052	25551
1692	33069	25530
1693	33087	25509
1694	33103	25487
1695	33121	25466
1696	33137	25444
1697	33154	25422
1698	33170	25400
1699	33193	25383
1700	33217	25366
1701	33231	25343
1702	33250	25323
1703	33263	25299
1704	33275	25273
1705	33287	25248
1706	33299	25223
1707	33326	25209
1708	33342	25187
1709	33361	25167
1710	33378	25145
1711	33403	25131
1712	33425	25112
1713	33437	25087
1714	33453	25065
1715	33474	25047
1716	33490	25025
1717	33515	25009
1718	33530	24986
1719	33545	24963
1720	33566	24945
1721	33581	24923
1722	33599	24902
1723	33614	24879
1724	33632	24858
1725	33667	24851
1726	33698	24839
1727	33734	24832
1728	33774	24828
1729	33798	24811
1730	33823	24796
1731	33846	24778
1732	33863	24757
1733	33886	24740
1734	33905	24721
1735	33941	24713
1736	33967	24698
1737	33991	24681
1738	34014	24665
1739	34036	24647
1740	34059	24629
1741	34081	24611
1742	34097	24590
1743	34113	24567
1744	34131	24547
1745	34146	24524
1746	34160	24501
1747	34177	24479
1748	34192	24456
1749	34209	24435
1750	34231	24417
1751	34255	24401
1752	34271	24379
1753	34292	24360
1754	34308	24338
1755	34323	24315
1756	34339	24293
1757	34357	24273
1758	34376	24253
1759	34392	24231
1760	34410	24210
1761	34427	24188
1762	34446	24169
1763	34477	24157
1764	34498	24139
1765	34517	24119
1766	34531	24095
1767	34554	24078
1768	34570	24056
1769	34591	24038
1770	34608	24017
1771	34625	23995
1772	34641	23973
1773	34658	23951
1774	34674	23930
1775	34691	23908
1776	34708	23887
1777	34725	23866
1778	34742	23845
1779	34760	23824
1780	34774	23801
1781	34796	23783
1782	34812	23761
1783	34834	23743
1784	34848	23720
1785	34865	23699
1786	34883	23678
1787	34901	23658
1788	34922	23639
1789	34939	23618
1790	34958	23598
1791	34980	23580
1792	34999	23560
1793	35013	23537
1794	35030	23516
1795	35048	23495
1796	35062	23472
1797	35077	23449
1798	35098	23431
1799	35111	23407
1800	35130	23387
1801	35148	23367
1802	35160	23343
1803	35173	23318
1804	35185	23294
1805	35202	23273
1806	35217	23251
1807	35234	23229
1808	35250	23207
1809	35276	23192
1810	35297	23174
1811	35314	23153
1812	35335	23134
1813	35350	23112
1814	35372	23094
1815	35387	23072
1816	35413	23056
1817	35434	23038
1818	35454	23019
1819	35476	23001
1820	35492	22979
1821	35508	22957
1822	35534	22942
1823	35557	22925
1824	35579	22907
1825	35595	22885
1826	35613	22864
1827	35628	22842
1828	35642	22819
1829	35656	22796
1830	35671	22774
1831	35686	22751
1832	35700	22729
1833	35715	22706
1834	35729	22684
1835	35746	22662
1836	35767	22644
1837	35783	22622
1838	35797	22599
1839	35812	22577
1840	35828	22555
1841	35843	22533
1842	35866	22516
1843	35881	22494
1844	35897	22472
1845	35916	22452
1846	35928	22428
1847	35953	22412
1848	35968	22390
1849	35990	22372
1850	36005	22350
1851	36020	22328
1852	36036	22306
1853	36051	22284
1854	36067	22262
1855	36090	22245
1856	36107	22224
1857	36125	22204
1858	36139	22181
1859	36161	22163
1860	36176	22141
1861	36190	22118
1862	36206	22096
1863	36218	22073
1864	36234	22051
1865	36250	22029
1866	36266	22008
1867	36282	21986
1868	36296	21964
1869	36315	21944
1870	36337	21926
1871	36354	21905
1872	36372	21885
1873	36391	21865
1874	36406	21843
1875	36421	21821
1876	36439	21801
1877	36456	21780
1878	36468	21757
1879	36482	21734
1880	36497	21712
1881	36512	21690
1882	36525	21667
1883	36540	21644
1884	36554	21622
1885	36572	21602
1886	36587	21580
1887	36605	21560
1888	36624	21540
1889	36644	21521
1890	36661	21500
1891	36678	21479
1892	36701	21462
1893	36725	21445
1894	36747	21427
1895	36785	21419
1896	36806	21400
1897	36840	21389
1898	36862	21372
1899	36880	21352
1900	36905	21335
1901	36930	21319
1902	36952	21301
1903	36988	21291
1904	37020	21279
1905	37050	21265
1906	37083	21254
1907	37116	21242
1908	37136	21223
1909	37156	21204
1910	37175	21184
1911	37193	21164
1912	37210	21143
1913	37232	21125
1914	37257	21109
1915	37286	21095
1916	37307	21076
1917	37332	21060
1918	37352	21041
1919	37382	21027
1920	37404	21009
1921	37424	20990
1922	37447	20972
1923	37468	20954
1924	37491	20936
1925	37516	20920
1926	37540	20903
1927	37561	20884
1928	37592	20871
1929	37617	20855
1930	37637	20836
1931	37654	20815
1932	37670	20793
1933	37689	20773
1934	37708	20754
1935	37730	20736
1936	37750	20716
1937	37766	20695
1938	37784	20675
1939	37804	20656
1940	37824	20636
1941	37842	20616
1942	37864	20598
1943	37880	20576
1944	37901	20558
1945	37917	20537
1946	37938	20518
1947	37958	20498
1948	37977	20479
1949	38000	20461
1950	38018	20441
1951	38034	20420
1952	38053	20400
1953	38072	20380
1954	38086	20358
1955	38104	20337
1956	38125	20319
1957	38141	20298
1958	38161	20278
1959	38179	20258
1960	38197	20238
1961	38212	20216
1962	38227	20194
1963	38249	20176
1964	38271	20158
1965	38291	20139
1966	38311	20119
1967	38327	20098
1968	38344	20077
1969	38368	20060
1970	38389	20041
1971	38420	20028
1972	38445	20011
1973	38466	19993
1974	38486	19974
1975	38502	19952
1976	38519	19931
1977	38540	19913
1978	38560	19893
1979	38578	19873
1980	38594	19852
1981	38618	19835
1982	38637	19815
1983	38655	19795
1984	38672	19774
1985	38706	19762
1986	38724	19742
1987	38748	19725
1988	38775	19709
1989	38803	19694
1990	38827	19677
1991	38843	19655
1992	38859	19634
1993	38892	19621
1994	38911	19601
1995	38930	19582
1996	38953	19564
1997	38969	19543
1998	38985	19521
1999	39002	19501
2000	39019	19480
2001	39035	19459
2002	39051	19438
2003	39069	19417
2004	39084	19396
2005	39101	19375
2006	39116	19353
2007	39133	19332
2008	39148	19311
2009	39160	19288
2010	39176	19266
2011	39197	19248
2012	39212	19226
2013	39231	19206
2014	39246	19185
2015	39261	19163
2016	39285	19145
2017	39300	19124
2018	39316	19103
2019	39332	19081
2020	39346	19059
2021	39364	19040
2022	39379	19018
2023	39397	18998
2024	39414	18977
2025	39434	18958
2026	39454	18939
2027	39472	18918
2028	39490	18898
2029	39507	18877
2030	39524	18857
2031	39537	18834
2032	39551	18812
2033	39567	18791
2034	39583	18770
2035	39601	18750
2036	39618	18729
2037	39636	18709
2038	39653	18688
2039	39671	18668
2040	39696	18652
2041	39722	18635
2042	39741	18616
2043	39760	18596
2044	39784	18578
2045	39799	18557
2046	39818	18537
2047	39832	18515
2048	39851	18496
2049	39872	18477
2050	39898	18461
2051	39918	18442
2052	39942	18424
2053	39961	18404
2054	39983	18386
2055	40000	18366
2056	40020	18346
2057	40037	18326
2058	40052	18304
2059	40071	18284
2060	40087	18263
2061	40104	18243
2062	40119	18221
2063	40134	18200
2064	40154	18181
2065	40170	18160
2066	40189	18140
2067	40204	18119
2068	40218	18097
2069	40239	18078
2070	40254	18057
2071	40273	18037
2072	40289	18016
2073	40311	17998
2074	40325	17976
2075	40341	17955
2076	40361	17936
2077	40378	17915
2078	40398	17896
2079	40411	17874
2080	40425	17852
2081	40442	17832
2082	40458	17810
2083	40474	17789
2084	40498	17772
2085	40514	17751
2086	40531	17731
2087	40548	17710
2088	40567	17691
2089	40589	17673
2090	40605	17651
2091	40623	17631
2092	40647	17614
2093	40667	17595
2094	40687	17576
2095	40708	17557
2096	40738	17542
2097	40765	17526
2098	40782	17506
2099	40803	17487
2100	40822	17467
2101	40842	17448
2102	40866	17430
2103	40891	17413
2104	40912	17394
2105	40936	17377
2106	40958	17359
2107	40981	17341
2108	41005	17323
2109	41035	17308
2110	41057	17290
2111	41090	17276
2112	41112	17258
2113	41134	17240
2114	41150	17219
2115	41164	17197
2116	41182	17177
2117	41200	17157
2118	41217	17136
2119	41239	17118
2120	41255	17097
2121	41275	17078
2122	41289	17056
2123	41307	17036
2124	41323	17015
2125	41338	16994
2126	41359	16975
2127	41375	16954
2128	41393	16934
2129	41409	16913
2130	41426	16893
2131	41440	16871
2132	41457	16851
2133	41474	16830
2134	41490	16810
2135	41507	16789
2136	41531	16771
2137	41560	16756
2138	41575	16735
2139	41590	16713
2140	41609	16694
2141	41625	16673
2142	41643	16653
2143	41658	16632
2144	41676	16612
2145	41691	16591
2146	41709	16571
2147	41731	16552
2148	41747	16531
2149	41763	16511
2150	41780	16490
2151	41796	16469
2152	41815	16450
2153	41831	16429
2154	41851	16410
2155	41867	16389
2156	41881	16368
2157	41902	16349
2158	41920	16329
2159	41941	16310
2160	41958	16290
2161	41975	16270
2162	41991	16248
2163	42005	16227
2164	42023	16207
2165	42037	16186
2166	42058	16167
2167	42077	16147
2168	42094	16127
2169	42111	16107
2170	42127	16086
2171	42147	16067
2172	42161	16045
2173	42179	16025
2174	42195	16005
2175	42210	15984
2176	42229	15964
2177	42245	15943
2178	42266	15924
2179	42281	15904
2180	42296	15883
2181	42314	15863
2182	42329	15842
2183	42348	15822
2184	42365	15802
2185	42382	15781
2186	42402	15762
2187	42418	15742
2188	42435	15721
2189	42452	15701
2190	42469	15681
2191	42485	15660
2192	42502	15640
2193	42521	15621
2194	42538	15600
2195	42564	15583
2196	42588	15566
2197	42601	15544
2198	42618	15524
2199	42640	15505
2200	42657	15485
2201	42680	15467
2202	42696	15446
2203	42712	15426
2204	42728	15405
2205	42763	15391
2206	42794	15376
2207	42820	15359
2208	42843	15341
2209	42877	15327
2210	42895	15307
2211	42912	15287
2212	42930	15267
2213	42951	15248
2214	42972	15229
2215	42987	15208
2216	43001	15187
2217	43019	15167
2218	43043	15149
2219	43061	15129
2220	43080	15110
2221	43097	15089
2222	43112	15069
2223	43128	15048
2224	43145	15028
2225	43166	15009
2226	43183	14989
2227	43197	14967
2228	43217	14948
2229	43235	14928
2230	43250	14907
2231	43269	14888
2232	43284	14867
2233	43301	14847
2234	43315	14826
2235	43332	14806
2236	43350	14786
2237	43367	14765
2238	43384	14745
2239	43399	14724
2240	43414	14703
2241	43435	14685
2242	43451	14664
2243	43470	14645
2244	43484	14623
2245	43497	14602
2246	43513	14581
2247	43531	14561
2248	43549	14542
2249	43566	14522
2250	43581	14501
2251	43599	14481
2252	43624	14463
2253	43641	14443
2254	43656	14423
2255	43673	14402
2256	43688	14382
2257	43705	14362
2258	43726	14343
2259	43747	14324
2260	43771	14306
2261	43788	14286
2262	43806	14266
2263	43829	14248
2264	43846	14228
2265	43861	14207
2266	43877	14187
2267	43892	14166
2268	43906	14145
2269	43925	14125
2270	43940	14105
2271	43955	14084
2272	43976	14065
2273	43999	14047
2274	44028	14030
2275	44047	14011
2276	44063	13991
2277	44077	13970
2278	44105	13953
2279	44119	13932
2280	44144	13915
2281	44161	13894
2282	44188	13877
2283	44204	13857
2284	44220	13837
2285	44242	13818
2286	44259	13798
2287	44274	13777
2288	44297	13759
2289	44321	13741
2290	44344	13723
2291	44367	13705
2292	44384	13684
2293	44400	13664
2294	44415	13643
2295	44432	13623
2296	44454	13605
2297	44471	13585
2298	44486	13564
2299	44499	13543
2300	44515	13522
2301	44530	13502
2302	44548	13482
2303	44567	13463
2304	44581	13442
2305	44598	13422
2306	44613	13401
2307	44633	13382
2308	44659	13364
2309	44675	13344
2310	44690	13324
2311	44705	13303
2312	44725	13284
2313	44740	13263
2314	44763	13245
2315	44797	13230
2316	44820	13212
2317	44847	13194
2318	44870	13176
2319	44896	13159
2320	44913	13139
2321	44944	13123
2322	44967	13105
2323	44989	13086
2324	45014	13068
2325	45040	13051
2326	45061	13032
2327	45080	13012
2328	45096	12992
2329	45116	12973
2330	45129	12952
2331	45141	12930
2332	45153	12909
2333	45168	12888
2334	45189	12869
2335	45204	12849
2336	45226	12830
2337	45239	12809
2338	45255	12789
2339	45268	12768
2340	45282	12747
2341	45304	12728
2342	45319	12708
2343	45339	12688
2344	45362	12670
2345	45380	12650
2346	45395	12630
2347	45408	12609
2348	45427	12589
2349	45441	12569
2350	45459	12549
2351	45473	12528
2352	45487	12507
2353	45503	12487
2354	45518	12466
2355	45533	12446
2356	45550	12426
2357	45564	12405
2358	45578	12384
2359	45591	12363
2360	45606	12343
2361	45621	12322
2362	45636	12302
2363	45649	12281
2364	45668	12261
2365	45693	12244
2366	45716	12225
2367	45735	12206
2368	45750	12185
2369	45769	12166
2370	45788	12147
2371	45804	12126
2372	45820	12106
2373	45840	12087
2374	45855	12067
2375	45874	12047
2376	45888	12027
2377	45902	12006
2378	45918	11986
2379	45931	11965
2380	45946	11944
2381	45961	11924
2382	45976	11904
2383	45992	11883
2384	46007	11863
2385	46021	11842
2386	46039	11823
2387	46054	11802
2388	46076	11784
2389	46100	11766
2390	46118	11746
2391	46140	11727
2392	46161	11709
2393	46181	11690
2394	46203	11671
2395	46224	11652
2396	46242	11633
2397	46260	11613
2398	46279	11593
2399	46304	11576
2400	46317	11555
2401	46335	11535
2402	46349	11514
2403	46363	11494
2404	46384	11475
2405	46398	11455
2406	46414	11434
2407	46430	11414
2408	46449	11395
2409	46462	11374
2410	46484	11355
2411	46498	11335
2412	46513	11315
2413	46529	11294
2414	46555	11277
2415	46572	11257
2416	46598	11239
2417	46615	11220
2418	46635	11201
2419	46649	11180
2420	46665	11160
2421	46680	11140
2422	46705	11122
2423	46721	11102
2424	46737	11082
2425	46752	11061
2426	46772	11042
2427	46795	11024
2428	46819	11006
2429	46847	10988
2430	46865	10969
2431	46883	10949
2432	46913	10932
2433	46939	10915
2434	46962	10896
2435	46980	10877
2436	46999	10857
2437	47026	10840
2438	47050	10822
2439	47076	10804
2440	47092	10784
2441	47113	10765
2442	47132	10746
2443	47145	10725
2444	47168	10706
2445	47187	10687
2446	47200	10666
2447	47223	10648
2448	47238	10628
2449	47259	10609
2450	47278	10589
2451	47295	10570
2452	47311	10550
2453	47334	10531
2454	47351	10511
2455	47372	10492
2456	47393	10474
2457	47410	10454
2458	47425	10434
2459	47446	10415
2460	47463	10395
2461	47482	10375
2462	47514	10359
2463	47536	10340
2464	47564	10323
2465	47585	10304
2466	47602	10284
2467	47619	10264
2468	47627	10243
2469	47635	10221
2470	47656	10202
2471	47682	10184
2472	47702	10165
2473	47732	10148
2474	47764	10131
2475	47786	10113
2476	47810	10094
2477	47834	10076
2478	47855	10057
2479	47873	10037
2480	47891	10018
2481	47910	9999
2482	47924	9978
2483	47940	9958
2484	47958	9939
2485	47975	9919
2486	47993	9899
2487	48009	9879
2488	48030	9860
2489	48046	9840
2490	48062	9820
2491	48083	9802
2492	48099	9782
2493	48115	9762
2494	48132	9742
2495	48150	9722
2496	48170	9703
2497	48186	9683
2498	48209	9665
2499	48225	9645
2500	48246	9626
2501	48267	9607
2502	48284	9587
2503	48302	9567
2504	48320	9548
2505	48337	9528
2506	48356	9509
2507	48381	9491
2508	48402	9472
2509	48424	9453
2510	48450	9435
2511	48470	9416
2512	48494	9397
2513	48511	9378
2514	48534	9359
2515	48564	9342
2516	48586	9323
2517	48621	9307
2518	48644	9288
2519	48659	9268
2520	48682	9249
2521	48704	9230
2522	48720	9211
2523	48736	9191
2524	48754	9171
2525	48776	9152
2526	48805	9135
2527	48833	9117
2528	48857	9099
2529	48881	9080
2530	48903	9061
2531	48930	9043
2532	48961	9026
2533	48982	9007
2534	49000	8988
2535	49021	8969
2536	49043	8950
2537	49068	8932
2538	49091	8913
2539	49110	8894
2540	49124	8873
2541	49148	8855
2542	49164	8835
2543	49179	8815
2544	49194	8795
2545	49208	8774
2546	49223	8754
2547	49239	8734
2548	49254	8714
2549	49274	8695
2550	49289	8675
2551	49303	8655
2552	49322	8635
2553	49336	8615
2554	49350	8595
2555	49376	8577
2556	49400	8558
2557	49415	8538
2558	49431	8518
2559	49447	8498
2560	49462	8478
2561	49480	8459
2562	49495	8439
2563	49511	8419
2564	49525	8399
2565	49540	8379
2566	49556	8359
2567	49573	8339
2568	49594	8320
2569	49612	8300
2570	49634	8282
2571	49653	8262
2572	49674	8243
2573	49691	8223
2574	49707	8204
2575	49723	8184
2576	49745	8165
2577	49761	8145
2578	49786	8127
2579	49816	8109
2580	49839	8090
2581	49865	8072
2582	49894	8054
2583	49914	8035
2584	49931	8016
2585	49952	7996
2586	49967	7977
2587	49983	7957
2588	49999	7937
2589	50014	7917
2590	50034	7898
2591	50050	7878
2592	50067	7858
2593	50082	7838
2594	50096	7818
2595	50110	7798
2596	50126	7778
2597	50142	7758
2598	50159	7739
2599	50180	7720
2600	50200	7700
2601	50218	7681
2602	50235	7661
2603	50256	7642
2604	50273	7623
2605	50286	7602
2606	50303	7583
2607	50323	7564
2608	50339	7544
2609	50355	7524
2610	50371	7504
2611	50388	7484
2612	50404	7465
2613	50420	7445
2614	50439	7426
2615	50455	7406
2616	50476	7387
2617	50491	7367
2618	50510	7347
2619	50526	7328
2620	50542	7308
2621	50559	7288
2622	50577	7269
2623	50592	7249
2624	50609	7229
2625	50623	7209
2626	50642	7190
2627	50657	7170
2628	50672	7150
2629	50693	7131
2630	50709	7112
2631	50724	7092
2632	50740	7072
2633	50756	7052
2634	50775	7033
2635	50791	7013
2636	50814	6994
2637	50831	6975
2638	50846	6955
2639	50864	6936
2640	50882	6916
2641	50898	6896
2642	50917	6877
2643	50942	6859
2644	50958	6839
2645	50978	6820
2646	50993	6800
2647	51011	6781
2648	51031	6761
2649	51047	6742
2650	51066	6722
2651	51081	6703
2652	51097	6683
2653	51112	6663
2654	51124	6643
2655	51140	6623
2656	51156	6603
2657	51172	6584
2658	51190	6564
2659	51207	6545
2660	51224	6525
2661	51240	6506
2662	51254	6486
2663	51273	6466
2664	51289	6447
2665	51305	6427
2666	51320	6407
2667	51335	6388
2668	51352	6368
2669	51368	6348
2670	51384	6329
2671	51400	6309
2672	51417	6290
2673	51438	6271
2674	51453	6251
2675	51470	6231
2676	51489	6212
2677	51505	6192
2678	51522	6173
2679	51543	6154
2680	51560	6134
2681	51575	6115
2682	51592	6095
2683	51609	6076
2684	51624	6056
2685	51642	6037
2686	51657	6017
2687	51673	5997
2688	51688	5978
2689	51704	5958
2690	51722	5939
2691	51737	5919
2692	51758	5900
2693	51779	5881
2694	51795	5861
2695	51810	5842
2696	51824	5822
2697	51844	5803
2698	51868	5784
2699	51892	5765
2700	51917	5747
2701	51941	5728
2702	51960	5709
2703	51983	5690
2704	52008	5671
2705	52025	5652
2706	52039	5632
2707	52058	5613
2708	52077	5594
2709	52104	5575
2710	52125	5556
2711	52147	5537
2712	52170	5518
2713	52193	5500
2714	52213	5480
2715	52234	5461
2716	52247	5442
2717	52264	5422
2718	52278	5402
2719	52294	5383
2720	52312	5363
2721	52329	5344
2722	52347	5325
2723	52363	5305
2724	52378	5285
2725	52394	5266
2726	52411	5246
2727	52433	5228
2728	52449	5208
2729	52463	5188
2730	52481	5169
2731	52495	5149
2732	52514	5130
2733	52536	5111
2734	52559	5092
2735	52575	5073
2736	52592	5053
2737	52606	5033
2738	52620	5014
2739	52637	4994
2740	52650	4975
2741	52664	4955
2742	52679	4935
2743	52695	4916
2744	52708	4896
2745	52725	4877
2746	52741	4857
2747	52762	4838
2748	52779	4819
2749	52796	4799
2750	52812	4780
2751	52829	4760
2752	52845	4741
2753	52863	4722
2754	52879	4702
2755	52896	4683
2756	52909	4663
2757	52928	4644
2758	52941	4624
2759	52957	4605
2760	52975	4585
2761	52988	4565
2762	53000	4546
2763	53022	4527
2764	53040	4507
2765	53057	4488
2766	53071	4468
2767	53085	4449
2768	53099	4429
2769	53111	4409
2770	53123	4390
2771	53139	4370
2772	53152	4351
2773	53167	4331
2774	53181	4312
2775	53197	4292
2776	53211	4273
2777	53228	4253
2778	53243	4234
2779	53261	4214
2780	53274	4195
2781	53288	4175
2782	53303	4156
2783	53318	4136
2784	53332	4117
2785	53347	4097
2786	53363	4078
2787	53381	4059
2788	53399	4039
2789	53413	4020
2790	53427	4000
2791	53443	3981
2792	53457	3961
2793	53476	3942
2794	53490	3923
2795	53504	3903
2796	53519	3884
2797	53534	3864
2798	53551	3845
2799	53566	3826
2800	53581	3806
2801	53597	3787
2802	53612	3767
2803	53627	3748
2804	53645	3729
2805	53657	3709
2806	53673	3690
2807	53686	3670
2808	53704	3651
2809	53724	3632
2810	53742	3613
2811	53758	3594
2812	53773	3574
2813	53789	3555
2814	53811	3536
2815	53829	3517
2816	53850	3498
2817	53867	3479
2818	53888	3460
2819	53907	3440
2820	53919	3421
2821	53936	3402
2822	53951	3382
2823	53967	3363
2824	53982	3344
2825	54001	3324
2826	54022	3305
2827	54041	3286
2828	54059	3267
2829	54081	3248
2830	54101	3229
2831	54124	3210
2832	54144	3191
2833	54159	3172
2834	54176	3153
2835	54189	3133
2836	54204	3114
2837	54222	3095
2838	54240	3075
2839	54257	3056
2840	54271	3037
2841	54287	3018
2842	54303	2998
2843	54318	2979
2844	54332	2960
2845	54349	2940
2846	54364	2921
2847	54381	2902
2848	54396	2883
2849	54411	2863
2850	54426	2844
2851	54441	2825
2852	54455	2805
2853	54473	2786
2854	54490	2767
2855	54506	2748
2856	54520	2728
2857	54536	2709
2858	54551	2690
2859	54566	2671
2860	54580	2651
2861	54597	2632
2862	54611	2613
2863	54630	2594
2864	54644	2574
2865	54658	2555
2866	54673	2536
2867	54689	2517
2868	54704	2497
2869	54721	2478
2870	54738	2459
2871	54755	2440
2872	54772	2421
2873	54786	2401
2874	54808	2382
2875	54838	2364
2876	54852	2345
2877	54864	2325
2878	54878	2306
2879	54892	2287
2880	54908	2267
2881	54929	2249
2882	54946	2229
2883	54966	2210
2884	54984	2191
2885	54999	2172
2886	55019	2153
2887	55041	2134
2888	55054	2115
2889	55065	2095
2890	55076	2076
2891	55088	2057
2892	55101	2037
2893	55128	2019
2894	55143	2000
2895	55160	1980
2896	55181	1961
2897	55200	1942
2898	55220	1923
2899	55233	1904
2900	55249	1885
2901	55263	1866
2902	55276	1846
2903	55291	1827
2904	55310	1808
2905	55327	1789
2906	55343	1770
2907	55362	1751
2908	55381	1732
2909	55400	1713
2910	55423	1694
2911	55442	1675
2912	55465	1656
2913	55489	1637
2914	55502	1618
2915	55520	1599
2916	55539	1580
2917	55560	1561
2918	55584	1542
2919	55600	1523
2920	55626	1504
2921	55647	1485
2922	55669	1466
2923	55691	1447
2924	55709	1428
2925	55731	1409
2926	55752	1390
2927	55772	1371
2928	55791	1352
2929	55806	1333
2930	55824	1314
2931	55849	1295
2932	55865	1276
2933	55885	1257
2934	55904	1238
2935	55929	1219
2936	55943	1200
2937	55963	1180
2938	55977	1161
2939	55998	1142
2940	56014	1123
2941	56028	1104
2942	56043	1085
2943	56058	1066
2944	56074	1047
2945	56089	1028
2946	56104	1009
2947	56119	989
2948	56134	970
2949	56158	951
2950	56174	932
2951	56189	913
2952	56216	894
2953	56235	875
2954	56255	856
2955	56272	837
2956	56286	818
2957	56301	799
2958	56316	780
2959	56340	761
2960	56355	742
2961	56374	723
2962	56390	704
2963	56405	685
2964	56424	666
2965	56439	646
2966	56463	628
2967	56478	608
2968	56497	589
2969	56512	570
2970	56535	551
2971	56551	532
2972	56566	513
2973	56587	494
2974	56606	475
2975	56626	456
2976	56645	437
2977	56664	418
2978	56679	399
2979	56695	380
2980	56716	361
2981	56738	342
2982	56761	323
2983	56780	304
2984	56796	285
2985	56811	266
2986	56834	247
2987	56852	228
2988	56869	209
2989	56883	190
2990	56909	171
2991	56945	152
2992	56976	133
2993	56995	114
2994	57016	95
2995	57040	76
2996	57072	57
2997	57090	38
2998	57117	19
2999	57141	0
