iter	RMSE
747	1.139877915
748	1.139877863
749	1.139877759
750	1.139877654
751	1.13987755
752	1.139877236
753	1.139877236
754	1.139877184
755	1.139877184
756	1.139877027
757	1.139876766
758	1.139876661
759	1.139876661
760	1.139876452
761	1.139876505
762	1.139876296
763	1.139876348
764	1.139876348
765	1.139876087
766	1.139876087
767	1.139876243
768	1.139876139
769	1.139876035
770	1.139876035
771	1.139822375
772	1.139740079
773	1.139662375
774	1.139662218
775	1.139594856
776	1.139594752
777	1.13955242
778	1.139490854
779	1.139453379
780	1.139453379
781	1.139453222
782	1.139397034
783	1.139362849
784	1.139333682
785	1.139333577
786	1.139333577
787	1.139333577
788	1.13933342
789	1.139333368
790	1.139333473
791	1.139333368
792	1.139333316
793	1.139333264
794	1.139333264
795	1.139333316
796	1.139333316
797	1.139333159
798	1.139333107
799	1.139333107
800	1.139333159
801	1.139333107
802	1.139333107
803	1.139333055
804	1.139333002
805	1.139333107
806	1.13933295
807	1.13933295
808	1.139333002
809	1.139333002
810	1.139332898
811	1.13933295
812	1.139332793
813	1.139332741
814	1.139332689
815	1.139332689
816	1.139332793
817	1.139332741
818	1.139332689
819	1.139332636
820	1.139332689
821	1.139332636
822	1.139332584
823	1.139332636
824	1.13933248
825	1.139332427
826	1.139332323
827	1.13933227
828	1.139332166
829	1.139332061
830	1.139332009
831	1.139331957
832	1.139262589
833	1.139262537
834	1.139262537
835	1.139262589
836	1.139262432
837	1.139262485
838	1.13926238
839	1.13926238
840	1.13926238
841	1.13926238
842	1.139262328
843	1.139262328
844	1.13926238
845	1.139262223
846	1.139262223
847	1.139262171
848	1.139262067
849	1.139262067
850	1.139262119
851	1.139262119
852	1.139261962
853	1.139262014
854	1.139261962
855	1.139262067
856	1.139262014
857	1.139262014
858	1.139261805
859	1.139261805
860	1.139261857
861	1.139261857
862	1.13926191
863	1.139261857
864	1.13926191
865	1.139261701
866	1.139261753
867	1.139261753
868	1.139261701
869	1.139261753
870	1.139261753
871	1.139261648
872	1.139199386
873	1.139199334
874	1.139199334
875	1.139199334
876	1.139199334
877	1.139199334
878	1.139199282
879	1.13919923
880	1.139199282
881	1.139199334
882	1.139199282
883	1.139199282
884	1.139199334
885	1.13919923
886	1.139199177
887	1.139199073
888	1.13919923
889	1.139199177
890	1.139199177
891	1.139199177
892	1.139199125
893	1.139199125
894	1.139199125
895	1.139199177
896	1.139199125
897	1.139199073
898	1.139199125
899	1.139199073
900	1.139199125
901	1.139199125
902	1.139199125
903	1.139199125
904	1.139199125
905	1.13919902
906	1.13919902
907	1.139198968
908	1.139198968
909	1.139198968
910	1.139198968
911	1.139198916
912	1.139198916
913	1.139198916
914	1.139126926
915	1.139126822
916	1.139126822
917	1.139126822
918	1.139126769
919	1.139126769
920	1.139126822
921	1.139126769
922	1.139126769
923	1.139126822
924	1.139126769
925	1.139126822
926	1.139126717
927	1.139126665
928	1.139126665
929	1.139126613
930	1.139126665
931	1.139126613
932	1.139126508
933	1.13912656
934	1.13912656
935	1.139126456
936	1.139126403
937	1.139058644
938	1.139058644
939	1.139031194
940	1.139005887
941	1.13900594
942	1.138925048
943	1.138906328
944	1.138906223
945	1.138906276
946	1.138906171
947	1.138906067
948	1.138906067
949	1.138906014
950	1.13890591
951	1.138905805
952	1.138905753
953	1.138848073
954	1.138847969
955	1.138848073
956	1.138848021
957	1.138848021
958	1.138847917
959	1.138847864
960	1.138847864
961	1.138847864
962	1.138847707
963	1.13884776
964	1.138847707
965	1.13884776
966	1.138847655
967	1.138847603
968	1.138847498
969	1.138847341
970	1.138807806
971	1.13880791
972	1.138716806
973	1.138716754
974	1.138716754
975	1.138637725
976	1.138637621
977	1.138637777
978	1.138637673
979	1.138637725
980	1.138637725
981	1.138637673
982	1.138637621
983	1.138637621
984	1.138637621
985	1.138637673
986	1.138637673
987	1.138637673
988	1.138637621
989	1.138637621
990	1.138637621
991	1.138637568
992	1.138637673
993	1.138637568
994	1.138637673
995	1.138637516
996	1.138637568
997	1.138637621
998	1.138637516
999	1.138637516
1000	1.138637464
1001	1.138637621
1002	1.138637621
1003	1.138637568
1004	1.138637516
1005	1.138637621
1006	1.138637621
1007	1.138637516
1008	1.138637516
1009	1.138637673
1010	1.138637621
1011	1.138637568
1012	1.138637673
1013	1.138637568
1014	1.138637516
1015	1.138637621
1016	1.138637621
1017	1.138637621
1018	1.138637621
1019	1.138637673
1020	1.138637464
1021	1.138637621
1022	1.138637621
1023	1.138637621
1024	1.138637464
1025	1.138637516
1026	1.138637516
1027	1.138637568
1028	1.138637568
1029	1.138637621
1030	1.138637516
1031	1.138637621
1032	1.138637621
1033	1.138637568
1034	1.138637621
1035	1.138637516
1036	1.138637516
1037	1.138637516
1038	1.138637621
1039	1.138637568
1040	1.138637568
1041	1.138637464
1042	1.138637464
1043	1.138637411
1044	1.138637516
1045	1.138637464
1046	1.138637464
1047	1.138637516
1048	1.138637516
1049	1.138637516
1050	1.138637516
1051	1.138637464
1052	1.138637464
1053	1.138637464
1054	1.138637568
1055	1.138637621
1056	1.138637621
1057	1.138637568
1058	1.138637568
1059	1.138637568
1060	1.138637621
1061	1.138637673
1062	1.138637568
1063	1.138637568
1064	1.138637568
1065	1.138637568
1066	1.138637516
1067	1.138637516
1068	1.138637621
1069	1.138637568
1070	1.138637464
1071	1.138637464
1072	1.138637411
1073	1.138637411
1074	1.138637359
1075	1.138637307
1076	1.138637464
1077	1.138637307
1078	1.138637254
1079	1.138637307
1080	1.138637254
1081	1.138637359
1082	1.138637254
1083	1.138637254
1084	1.138637202
1085	1.138637254
1086	1.138637254
1087	1.138637202
1088	1.138637359
1089	1.138637202
1090	1.13863715
1091	1.13863715
1092	1.138637307
1093	1.13863715
1094	1.138637202
1095	1.13863715
1096	1.138637098
1097	1.138637202
1098	1.13863715
1099	1.138620569
1100	1.138605558
1101	1.138591749
1102	1.13858882
1103	1.138521708
1104	1.138519093
1105	1.138496338
1106	1.138490375
1107	1.138484882
1108	1.138482528
1109	1.138479912
1110	1.138477715
1111	1.138475414
1112	1.138473112
1113	1.138472798
1114	1.138470862
1115	1.138470496
1116	1.138470182
1117	1.138384335
1118	1.138384074
1119	1.138384074
1120	1.138383812
1121	1.138383551
1122	1.138383394
1123	1.13838308
1124	1.138383132
1125	1.138383132
1126	1.138383132
1127	1.138383132
1128	1.138382818
1129	1.138382818
1130	1.138382713
1131	1.1383824
1132	1.138321398
1133	1.138321345
1134	1.138321293
1135	1.138321345
1136	1.138321293
1137	1.138258142
1138	1.138257933
1139	1.138257828
1140	1.138257515
1141	1.138257567
1142	1.138257567
1143	1.138257515
1144	1.138207808
1145	1.138207756
1146	1.138170239
1147	1.138170082
1148	1.138169925
1149	1.13816982
1150	1.138169872
1151	1.138169872
1152	1.138169925
1153	1.138169768
1154	1.138169663
1155	1.138169611
1156	1.138169611
1157	1.138169506
1158	1.138169558
1159	1.138169611
1160	1.138169611
1161	1.138169558
1162	1.138166942
1163	1.13816689
1164	1.138154227
1165	1.138154174
1166	1.13815407
1167	1.138154018
1168	1.138154018
1169	1.138154122
1170	1.138153913
1171	1.138142087
1172	1.138142087
1173	1.138142087
1174	1.138142087
1175	1.138142087
1176	1.138142139
1177	1.138142139
1178	1.138141982
1179	1.138140622
1180	1.138139366
1181	1.138115191
1182	1.138114144
1183	1.13811383
1184	1.138104097
1185	1.138102893
1186	1.138101847
1187	1.138033974
1188	1.13803298
1189	1.138032928
1190	1.137941186
1191	1.137897013
1192	1.137896647
1193	1.137855142
1194	1.137854671
1195	1.137814839
1196	1.137758204
1197	1.137710307
1198	1.137660786
1199	1.137627177
1200	1.137626916
1201	1.137626497
1202	1.137626078
1203	1.137625869
1204	1.137534618
1205	1.137449799
1206	1.137449538
1207	1.137449223
1208	1.137448909
1209	1.137448752
1210	1.137405294
1211	1.137405084
1212	1.137404875
1213	1.137323084
1214	1.137322822
1215	1.13732277
1216	1.137239454
1217	1.13723935
1218	1.137239297
1219	1.137181533
1220	1.137180067
1221	1.137179805
1222	1.137179805
1223	1.137178339
1224	1.137178129
1225	1.137108683
1226	1.137108473
1227	1.137107164
1228	1.137107111
1229	1.137105802
1230	1.13710575
1231	1.137105697
1232	1.137105435
1233	1.137040018
1234	1.137040122
1235	1.137040018
1236	1.136966477
1237	1.136966424
1238	1.136966424
1239	1.136966372
1240	1.136966477
1241	1.136911475
1242	1.136868991
1243	1.136819119
1244	1.136819067
1245	1.136819014
1246	1.136818962
1247	1.136818857
1248	1.136818753
1249	1.136818648
1250	1.136818648
1251	1.136818753
1252	1.136818648
1253	1.136818648
1254	1.1368187
1255	1.136818595
1256	1.136818648
1257	1.136818648
1258	1.136818595
1259	1.136818543
1260	1.136818543
1261	1.1368187
1262	1.136818543
1263	1.136818543
1264	1.136818648
1265	1.136818595
1266	1.136818543
1267	1.136818595
1268	1.136818595
1269	1.136818595
1270	1.136818543
1271	1.136818543
1272	1.136818491
1273	1.136818595
1274	1.136818595
1275	1.136818595
1276	1.136818438
1277	1.136818491
1278	1.136818491
1279	1.136818543
1280	1.136818543
1281	1.136818543
1282	1.136818595
1283	1.136818543
1284	1.136818491
1285	1.136818438
1286	1.136818543
1287	1.136818491
1288	1.136818491
1289	1.136818491
1290	1.136818491
1291	1.136818491
1292	1.136818595
1293	1.136818491
1294	1.136818386
1295	1.136818438
1296	1.136818438
1297	1.136806808
1298	1.136796278
1299	1.13674876
1300	1.136739854
1301	1.136692753
1302	1.136585078
1303	1.13647425
1304	1.136466442
1305	1.136385579
1306	1.13628558
1307	1.136278557
1308	1.136271901
1309	1.136271901
1310	1.136271743
1311	1.136271796
1312	1.136271691
1313	1.136271743
1314	1.136227191
1315	1.136227191
1316	1.136227191
1317	1.136227191
1318	1.136226982
1319	1.136147255
1320	1.136097299
1321	1.136025794
1322	1.136006764
1323	1.136006659
1324	1.136006659
1325	1.136006659
1326	1.136006607
1327	1.136006659
1328	1.136006607
1329	1.135954233
1330	1.135954128
1331	1.135904845
1332	1.135886284
1333	1.135886179
1334	1.135838361
1335	1.135803598
1336	1.135803545
1337	1.13580344
1338	1.135803388
1339	1.13580344
1340	1.135803335
1341	1.13580344
1342	1.135731498
1343	1.135713931
1344	1.135713878
1345	1.135713931
1346	1.135678848
1347	1.135580413
1348	1.135548631
1349	1.135466182
1350	1.135347743
1351	1.135269791
1352	1.135223993
1353	1.135145141
1354	1.13508386
1355	1.135011662
1356	1.134933214
1357	1.134933109
1358	1.134933109
1359	1.134933162
1360	1.134933004
1361	1.134901572
1362	1.134901572
1363	1.134901467
1364	1.134859852
1365	1.134819286
1366	1.13478701
1367	1.134786642
1368	1.134786537
1369	1.134786537
1370	1.134786275
1371	1.134786013
1372	1.134786065
1373	1.134786013
1374	1.13478575
1375	1.134785698
1376	1.134785698
1377	1.13478554
1378	1.134785278
1379	1.13478533
1380	1.13478533
1381	1.13478512
1382	1.134735262
1383	1.134735471
1384	1.134712168
1385	1.134660049
1386	1.134660154
1387	1.134652754
1388	1.134652754
1389	1.134602889
1390	1.134602574
1391	1.134601787
1392	1.134601052
1393	1.134600999
1394	1.134600842
1395	1.134600684
1396	1.134599949
1397	1.134599739
1398	1.134599267
1399	1.134548508
1400	1.134547983
1401	1.13454751
1402	1.134546985
1403	1.13454667
1404	1.134546303
1405	1.134545988
1406	1.134480948
1407	1.134480895
1408	1.134480633
1409	1.134387554
1410	1.134387239
1411	1.134386924
1412	1.134298615
1413	1.134179581
1414	1.134126177
1415	1.134053446
1416	1.134053498
1417	1.134053551
1418	1.133998775
1419	1.133998775
1420	1.13399867
1421	1.133950825
1422	1.133892841
1423	1.133833121
1424	1.133775446
1425	1.133701904
1426	1.133650421
1427	1.133648005
1428	1.133645851
1429	1.133643802
1430	1.133641806
1431	1.133641858
1432	1.133639862
1433	1.133638128
1434	1.1336365
1435	1.133634923
1436	1.133634818
1437	1.1336334
1438	1.133631982
1439	1.133630563
1440	1.133629355
1441	1.133628146
1442	1.133626938
1443	1.133625782
1444	1.133625782
1445	1.133625887
1446	1.133625782
1447	1.133624784
1448	1.133624679
1449	1.133623786
1450	1.133623733
1451	1.133622788
1452	1.133622788
1453	1.133622735
1454	1.133622
1455	1.133621842
1456	1.133621895
1457	1.133522073
1458	1.13352202
1459	1.133443522
1460	1.133443522
1461	1.133361971
1462	1.133361918
1463	1.133275001
1464	1.133224235
1465	1.133224183
1466	1.133224235
1467	1.133223972
1468	1.13322371
1469	1.133223762
1470	1.133223815
1471	1.133223604
1472	1.133223552
1473	1.133223604
1474	1.133180562
1475	1.133179721
1476	1.133179616
1477	1.133179773
1478	1.133179668
1479	1.133179668
1480	1.13317888
1481	1.133178827
1482	1.133178827
1483	1.133178827
1484	1.133178722
1485	1.13317888
1486	1.133177987
1487	1.133178039
1488	1.133177934
1489	1.133177987
1490	1.133177303
1491	1.133177198
1492	1.133176462
1493	1.133172626
1494	1.133172678
1495	1.133172626
1496	1.1331721
1497	1.133172048
1498	1.133171364
1499	1.133171259
1500	1.133170786
1501	1.133170576
1502	1.133131
1503	1.133130265
1504	1.133053369
1505	1.133052686
1506	1.133052265
1507	1.133051792
1508	1.133051372
1509	1.133051266
1510	1.133050793
1511	1.133050898
1512	1.133050898
1513	1.133050846
1514	1.133050425
1515	1.133050005
1516	1.133049584
1517	1.133049637
1518	1.133049584
1519	1.133049322
1520	1.133049269
1521	1.133048849
1522	1.133048954
1523	1.133048849
1524	1.133048638
1525	1.13304827
1526	1.133048218
1527	1.133048323
1528	1.133048323
1529	1.133048323
1530	1.133048008
1531	1.133047955
1532	1.133047955
1533	1.13304785
1534	1.133047692
1535	1.133047429
1536	1.133047482
1537	1.133047377
1538	1.133047324
1539	1.133047167
1540	1.133047009
1541	1.133046956
1542	1.133046693
1543	1.133046483
1544	1.133046431
1545	1.133046273
1546	1.13304622
1547	1.133046115
1548	1.133046168
1549	1.133045852
1550	1.133045642
1551	1.13304559
1552	1.133045642
1553	1.133045485
1554	1.133045327
1555	1.133045327
1556	1.133045379
1557	1.133045432
1558	1.133045222
1559	1.133045064
1560	1.133044959
1561	1.133044906
1562	1.133044906
1563	1.133044644
1564	1.133044749
1565	1.133044696
1566	1.133044644
1567	1.133044591
1568	1.133044591
1569	1.133043908
1570	1.13304396
1571	1.133043855
1572	1.133043014
1573	1.133022725
1574	1.133022725
1575	1.133022777
1576	1.13302262
1577	1.133019308
1578	1.133019203
1579	1.133019045
1580	1.133019098
1581	1.13301894
1582	1.133018835
1583	1.133018309
1584	1.133018204
1585	1.133018152
1586	1.133017994
1587	1.133017994
1588	1.133018047
1589	1.133017416
1590	1.133017311
1591	1.133017363
1592	1.133017206
1593	1.133017153
1594	1.133017048
1595	1.133017048
1596	1.133016943
1597	1.133016838
1598	1.133016838
1599	1.133016838
1600	1.13301668
1601	1.133016575
1602	1.133016575
1603	1.133016154
1604	1.133016102
1605	1.133015944
1606	1.133015997
1607	1.133015997
1608	1.133015524
1609	1.133015471
1610	1.133015576
1611	1.133015471
1612	1.133015471
1613	1.133014998
1614	1.133014998
1615	1.133014945
1616	1.133014577
1617	1.133014525
1618	1.133014577
1619	1.13301442
1620	1.13301442
1621	1.133014104
1622	1.133014052
1623	1.132959805
1624	1.132959805
1625	1.132959752
1626	1.132959647
1627	1.132943509
1628	1.132943088
1629	1.132898826
1630	1.132846781
1631	1.132846729
1632	1.132846571
1633	1.132846624
1634	1.132846624
1635	1.132831798
1636	1.132805091
1637	1.132805196
1638	1.132805091
1639	1.132805091
1640	1.132805144
1641	1.132804986
1642	1.132804776
1643	1.13280446
1644	1.132804513
1645	1.132804408
1646	1.132804355
1647	1.132804355
1648	1.13280425
1649	1.132804303
1650	1.132804355
1651	1.132803461
1652	1.132802883
1653	1.132756985
1654	1.132697731
1655	1.132697363
1656	1.132697153
1657	1.132637685
1658	1.132637422
1659	1.132567855
1660	1.132567697
1661	1.132567592
1662	1.132534147
1663	1.132533779
1664	1.132458631
