iter	RMSE
1665	1.132458263
1666	1.132457895
1667	1.132457579
1668	1.132457579
1669	1.132457369
1670	1.132457369
1671	1.132457159
1672	1.132457264
1673	1.132456738
1674	1.132456422
1675	1.132456422
1676	1.13245637
1677	1.132456054
1678	1.132455739
1679	1.132455634
1680	1.132333303
1681	1.13233304
1682	1.132332935
1683	1.132332725
1684	1.132332567
1685	1.132332409
1686	1.132332251
1687	1.132332041
1688	1.132331988
1689	1.132331725
1690	1.132331568
1691	1.132331515
1692	1.132331357
1693	1.132331199
1694	1.132331094
1695	1.132330989
1696	1.132330779
1697	1.132330673
1698	1.132330463
1699	1.13233041
1700	1.132330253
1701	1.132330095
1702	1.132278024
1703	1.132277971
1704	1.132277814
1705	1.132277656
1706	1.132277393
1707	1.132244729
1708	1.132244519
1709	1.132195968
1710	1.132195916
1711	1.132195758
1712	1.13215478
1713	1.132154675
1714	1.132154465
1715	1.132105647
1716	1.132105542
1717	1.132060353
1718	1.13206009
1719	1.132059984
1720	1.132059879
1721	1.132059721
1722	1.132059511
1723	1.132059458
1724	1.132059248
1725	1.131975545
1726	1.131975387
1727	1.13197544
1728	1.131879261
1729	1.131879156
1730	1.131836588
1731	1.131836588
1732	1.13183643
1733	1.131808963
1734	1.131808858
1735	1.131767393
1736	1.131767287
1737	1.13176713
1738	1.131767024
1739	1.131766919
1740	1.131766761
1741	1.131766656
1742	1.131766603
1743	1.131766498
1744	1.131766445
1745	1.131766288
1746	1.131766288
1747	1.131766077
1748	1.131765972
1749	1.131766024
1750	1.131765972
1751	1.13174566
1752	1.131745607
1753	1.131745554
1754	1.131745449
1755	1.131745397
1756	1.131745449
1757	1.131745344
1758	1.131745239
1759	1.131744923
1760	1.131744976
1761	1.13174487
1762	1.13174487
1763	1.131744818
1764	1.13174466
1765	1.131744555
1766	1.131744449
1767	1.131744502
1768	1.131744397
1769	1.131744239
1770	1.131744239
1771	1.131744134
1772	1.131744028
1773	1.131744081
1774	1.131743976
1775	1.131743976
1776	1.131743818
1777	1.131743765
1778	1.13174366
1779	1.131743713
1780	1.131743502
1781	1.131743502
1782	1.131743449
1783	1.131655145
1784	1.131655092
1785	1.131655092
1786	1.131654882
1787	1.131654829
1788	1.131654724
1789	1.131654619
1790	1.131654513
1791	1.131591886
1792	1.13159178
1793	1.131591675
1794	1.131591622
1795	1.131591622
1796	1.131591464
1797	1.131591464
1798	1.131523833
1799	1.131523728
1800	1.131489358
1801	1.131419088
1802	1.13141893
1803	1.131418983
1804	1.131419036
1805	1.131418825
1806	1.131418983
1807	1.131418878
1808	1.131418825
1809	1.13141872
1810	1.131418562
1811	1.131418562
1812	1.131380346
1813	1.131380241
1814	1.131322967
1815	1.131322757
1816	1.131258689
1817	1.131178665
1818	1.131178665
1819	1.13110606
1820	1.131105902
1821	1.131105849
1822	1.131050352
1823	1.13099401
1824	1.130958149
1825	1.130957991
1826	1.130957991
1827	1.130957939
1828	1.130957886
1829	1.130957886
1830	1.130957781
1831	1.130957833
1832	1.130957833
1833	1.130957623
1834	1.13095757
1835	1.130957623
1836	1.130904277
1837	1.130904225
1838	1.130904119
1839	1.130904119
1840	1.130904067
1841	1.130901644
1842	1.130847401
1843	1.130847296
1844	1.130845031
1845	1.130844926
1846	1.130844926
1847	1.130797474
1848	1.13079542
1849	1.130714837
1850	1.130714889
1851	1.130714731
1852	1.130712941
1853	1.130712783
1854	1.130711044
1855	1.130670645
1856	1.130668696
1857	1.130668854
1858	1.130668854
1859	1.130620552
1860	1.130620552
1861	1.130620552
1862	1.130620552
1863	1.130620552
1864	1.130620499
1865	1.130620394
1866	1.130620394
1867	1.130620394
1868	1.130620394
1869	1.130620394
1870	1.130620394
1871	1.130620394
1872	1.130620499
1873	1.130620447
1874	1.130620447
1875	1.130620341
1876	1.130620447
1877	1.130620447
1878	1.130620447
1879	1.130620447
1880	1.130620394
1881	1.130620447
1882	1.130620341
1883	1.130620341
1884	1.130620341
1885	1.130620341
1886	1.130620341
1887	1.130620341
1888	1.130620341
1889	1.130620341
1890	1.130620341
1891	1.130620341
1892	1.130620394
1893	1.130620394
1894	1.130620394
1895	1.130547279
1896	1.130547279
1897	1.1304514
1898	1.13039213
1899	1.130380644
1900	1.130350718
1901	1.13034018
1902	1.130340128
1903	1.130330538
1904	1.130322108
1905	1.130322108
1906	1.130313414
1907	1.130305669
1908	1.130297713
1909	1.130290284
1910	1.13023833
1911	1.130238066
1912	1.130237855
1913	1.130231111
1914	1.130224787
1915	1.130219044
1916	1.130137102
1917	1.13008414
1918	1.130078817
1919	1.130077183
1920	1.130048672
1921	1.130041662
1922	1.130035233
1923	1.130034073
1924	1.13003323
1925	1.130027169
1926	1.130026273
1927	1.13002543
1928	1.130019791
1929	1.130019053
1930	1.130018421
1931	1.130018368
1932	1.130018262
1933	1.130018262
1934	1.130018157
1935	1.130017472
1936	1.130017472
1937	1.130017472
1938	1.130017472
1939	1.130016787
1940	1.130016312
1941	1.130016207
1942	1.129970987
1943	1.129970829
1944	1.129970302
1945	1.129970302
1946	1.129927398
1947	1.129926924
1948	1.129926555
1949	1.129926133
1950	1.129926186
1951	1.129926292
1952	1.129925817
1953	1.12992587
1954	1.129926028
1955	1.129925923
1956	1.129925554
1957	1.129925659
1958	1.129925554
1959	1.129925237
1960	1.129925396
1961	1.12992529
1962	1.129925185
1963	1.129924869
1964	1.129924658
1965	1.129924394
1966	1.129924078
1967	1.129924131
1968	1.129924078
1969	1.129923867
1970	1.129923709
1971	1.129923287
1972	1.129923287
1973	1.129870578
1974	1.129870526
1975	1.129870578
1976	1.129870526
1977	1.129870578
1978	1.129870368
1979	1.129870368
1980	1.129870315
1981	1.129870051
1982	1.129869788
1983	1.129869735
1984	1.129869735
1985	1.12986963
1986	1.129869682
1987	1.129869524
1988	1.129788875
1989	1.129721768
1990	1.129721821
1991	1.129721821
1992	1.129721821
1993	1.129721821
1994	1.129721874
1995	1.129721821
1996	1.129721821
1997	1.129721821
1998	1.129721715
1999	1.129721715
2000	1.129721821
2001	1.129721715
2002	1.129721821
2003	1.129721768
2004	1.129721768
2005	1.129721715
2006	1.129721715
2007	1.129721715
2008	1.129721768
2009	1.129721715
2010	1.129721768
2011	1.129721821
2012	1.129721821
2013	1.129721768
2014	1.129721821
2015	1.129721768
2016	1.129721768
2017	1.129721821
2018	1.129721874
2019	1.129721874
2020	1.129721874
2021	1.129721926
2022	1.129721874
2023	1.129721926
2024	1.129721926
2025	1.129721874
2026	1.129721874
2027	1.129721874
2028	1.129721821
2029	1.129721821
2030	1.129721768
2031	1.129721821
2032	1.129721768
2033	1.129721768
2034	1.129721768
2035	1.129721821
2036	1.129721768
2037	1.129721821
2038	1.129721768
2039	1.129721768
2040	1.129721715
2041	1.129721768
2042	1.129721874
2043	1.129721874
2044	1.129721874
2045	1.129721821
2046	1.129721821
2047	1.129721821
2048	1.129721874
2049	1.129721821
2050	1.129721821
2051	1.129721821
2052	1.129721715
2053	1.129721715
2054	1.129721768
2055	1.129721821
2056	1.129721821
2057	1.129721821
2058	1.129721874
2059	1.129721821
2060	1.129721821
2061	1.129721874
2062	1.129721874
2063	1.129721821
2064	1.129721821
2065	1.129721821
2066	1.129721821
2067	1.129721821
2068	1.129721821
2069	1.129721715
2070	1.129721768
2071	1.129721715
2072	1.129721715
2073	1.129671897
2074	1.129671897
2075	1.129671949
2076	1.129671897
2077	1.129671844
2078	1.129671897
2079	1.129671844
2080	1.129671844
2081	1.129671844
2082	1.129671949
2083	1.129671897
2084	1.129671949
2085	1.129671949
2086	1.129671844
2087	1.129671844
2088	1.129671791
2089	1.129671791
2090	1.129671844
2091	1.129671791
2092	1.129671791
2093	1.129671791
2094	1.129671791
2095	1.129671791
2096	1.129671791
2097	1.129671791
2098	1.129671791
2099	1.129671791
2100	1.129671791
2101	1.129671791
2102	1.129671791
2103	1.129671791
2104	1.129671791
2105	1.129671844
2106	1.129671897
2107	1.129671949
2108	1.129671897
2109	1.129671949
2110	1.129671897
2111	1.129671949
2112	1.129671949
2113	1.129671949
2114	1.129671949
2115	1.129671949
2116	1.129671949
2117	1.129672002
2118	1.129672002
2119	1.129672002
2120	1.129672002
2121	1.129671897
2122	1.129671897
2123	1.129671897
2124	1.129671949
2125	1.129671897
2126	1.129671897
2127	1.129671897
2128	1.129671844
2129	1.129671844
2130	1.129671791
2131	1.129671844
2132	1.129671791
2133	1.129671791
2134	1.129671791
2135	1.129671791
2136	1.129671791
2137	1.129671791
2138	1.129671791
2139	1.129671791
2140	1.129671791
2141	1.129671791
2142	1.129671791
2143	1.129671791
2144	1.129671791
2145	1.129671791
2146	1.129671791
2147	1.129671791
2148	1.129671791
2149	1.129671791
2150	1.129671844
2151	1.129671844
2152	1.129671791
2153	1.129671791
2154	1.129671791
2155	1.129671791
2156	1.129671791
2157	1.129671844
2158	1.129671844
2159	1.129671791
2160	1.129671844
2161	1.129671844
2162	1.129671844
2163	1.129671844
2164	1.129671844
2165	1.129671844
2166	1.129671844
2167	1.129671844
2168	1.129671844
2169	1.129671844
2170	1.129671844
2171	1.129671844
2172	1.129671844
2173	1.129671739
2174	1.129671844
2175	1.129671791
2176	1.129671791
2177	1.129671739
2178	1.129671791
2179	1.129671739
2180	1.129671739
2181	1.129671739
2182	1.129671791
2183	1.129671739
2184	1.129671739
2185	1.129671686
2186	1.129671686
2187	1.129671686
2188	1.129671686
2189	1.129671686
2190	1.129671686
2191	1.129671686
2192	1.129671739
2193	1.129671739
2194	1.129671739
2195	1.129671739
2196	1.129671739
2197	1.129671739
2198	1.129671739
2199	1.129671739
2200	1.129671739
2201	1.129671739
2202	1.129671739
2203	1.129671739
2204	1.129671739
2205	1.129671739
2206	1.129671739
2207	1.129671739
2208	1.129671739
2209	1.129671739
2210	1.129671739
2211	1.129671739
2212	1.129671739
2213	1.129671739
2214	1.129671739
2215	1.129671739
2216	1.129671739
2217	1.129671739
2218	1.129671739
2219	1.129671739
2220	1.129671739
2221	1.129671739
2222	1.129671739
2223	1.129671739
2224	1.129671739
2225	1.129671739
2226	1.129671791
2227	1.129671791
2228	1.129671791
2229	1.129671791
2230	1.129671791
2231	1.129671791
2232	1.129671791
2233	1.129671791
2234	1.129671791
2235	1.129671791
2236	1.129671791
2237	1.129671791
2238	1.129671791
2239	1.129671791
2240	1.129671791
2241	1.129671791
2242	1.129671791
2243	1.129671791
2244	1.129671791
2245	1.129671791
2246	1.129671791
2247	1.129671791
2248	1.129671791
2249	1.129671791
2250	1.129671791
2251	1.129671791
2252	1.129671791
2253	1.129671791
2254	1.129671791
2255	1.129671791
2256	1.129671791
2257	1.129671791
2258	1.129671791
2259	1.129671791
2260	1.129671791
2261	1.129671791
2262	1.129671791
2263	1.129671791
2264	1.129671791
2265	1.129671791
2266	1.129671791
2267	1.129671791
2268	1.129671791
2269	1.129671791
2270	1.129671791
2271	1.129671791
2272	1.129671791
2273	1.129629457
2274	1.12959118
2275	1.129591233
2276	1.12959118
2277	1.12959118
2278	1.129519158
2279	1.129519158
2280	1.129480246
2281	1.129480246
2282	1.129429098
2283	1.129428992
2284	1.129429098
2285	1.129356485
2286	1.129356485
2287	1.129356485
2288	1.12930317
2289	1.129212038
2290	1.12913593
2291	1.129086929
2292	1.129086824
2293	1.129086929
2294	1.129086982
2295	1.129086982
2296	1.128997837
2297	1.128997784
2298	1.12899789
2299	1.128997837
2300	1.128997837
2301	1.128997942
2302	1.12899789
2303	1.12899789
2304	1.128997784
2305	1.128997837
2306	1.12899789
2307	1.12899789
2308	1.128997942
2309	1.128997784
2310	1.128997837
2311	1.128997784
2312	1.128997784
2313	1.128997837
2314	1.128997837
2315	1.12891607
2316	1.128916017
2317	1.128916017
2318	1.128916017
2319	1.12891607
2320	1.128916017
2321	1.128827597
2322	1.128787974
2323	1.128787869
2324	1.128787869
2325	1.128787869
2326	1.128787922
2327	1.128787869
2328	1.128787869
2329	1.128787711
2330	1.128787763
2331	1.128787658
2332	1.128787658
2333	1.128787552
2334	1.128709728
2335	1.128709728
2336	1.128670312
2337	1.128670312
2338	1.128670207
2339	1.128670154
2340	1.128670154
2341	1.128670101
2342	1.128670207
2343	1.128670154
2344	1.128670154
2345	1.128670048
2346	1.128670154
2347	1.128669996
2348	1.128670048
2349	1.128669996
2350	1.128670048
2351	1.128670048
2352	1.12866989
2353	1.128669943
2354	1.128669943
2355	1.12866989
2356	1.128669837
2357	1.12866989
2358	1.128669837
2359	1.12866989
2360	1.12866989
2361	1.128669837
2362	1.128669784
2363	1.128669784
2364	1.128669784
2365	1.128669784
2366	1.128669679
2367	1.128669732
2368	1.128669732
2369	1.128669784
2370	1.128669784
2371	1.128669837
2372	1.128669732
2373	1.128669837
2374	1.128669837
2375	1.128669784
2376	1.128669837
2377	1.128669784
2378	1.128669732
2379	1.128669784
2380	1.128669837
2381	1.12866989
2382	1.128669837
2383	1.128669837
2384	1.128669732
2385	1.128669732
2386	1.128669732
2387	1.128669679
2388	1.128599339
2389	1.128509469
2390	1.128458014
2391	1.128409987
2392	1.128370455
2393	1.128308753
2394	1.128181222
2395	1.128164277
2396	1.128150974
2397	1.128143636
2398	1.128136984
2399	1.128080866
2400	1.128080813
2401	1.128075164
2402	1.128075217
2403	1.128075217
2404	1.128027596
2405	1.128027437
2406	1.128023953
2407	1.1280239
2408	1.128020627
2409	1.128020574
2410	1.128017565
2411	1.128017565
2412	1.128017617
2413	1.128017617
2414	1.127972792
2415	1.127972739
2416	1.127972845
2417	1.127970205
2418	1.127928229
2419	1.127928176
2420	1.127928176
2421	1.127928123
2422	1.127925747
2423	1.127925695
2424	1.127925695
2425	1.127925747
2426	1.127878648
2427	1.127839256
2428	1.127839203
2429	1.127837197
2430	1.12783725
2431	1.12783725
2432	1.127830754
2433	1.127824999
2434	1.127819771
2435	1.127815124
2436	1.127810794
2437	1.127806992
2438	1.127806939
2439	1.127770343
2440	1.127770396
2441	1.127770343
2442	1.127766964
2443	1.127766858
2444	1.127763795
2445	1.127760996
2446	1.127760891
2447	1.127712623
2448	1.127712517
2449	1.127651677
2450	1.127650832
2451	1.127650621
2452	1.127649934
2453	1.127649353
2454	1.127649036
2455	1.127575992
2456	1.127539812
2457	1.127539495
2458	1.127539284
2459	1.127517786
2460	1.127517416
2461	1.127449276
2462	1.127392173
2463	1.127350123
2464	1.12734727
2465	1.127347006
2466	1.1273469
2467	1.12729946
2468	1.127299248
2469	1.12729909
2470	1.127250855
2471	1.127220634
2472	1.127173241
2473	1.127172818
2474	1.127172765
2475	1.127172501
2476	1.127172607
2477	1.127172396
2478	1.127172448
2479	1.127172343
2480	1.127172184
2481	1.127172184
2482	1.127172026
2483	1.127172026
2484	1.12717192
2485	1.12717192
2486	1.127171973
2487	1.127171762
2488	1.127128963
2489	1.127128911
2490	1.127128963
2491	1.127078237
2492	1.127078185
2493	1.127078079
2494	1.127078132
2495	1.127075701
2496	1.127073535
2497	1.127073482
2498	1.127035013
2499	1.127035013
2500	1.126992474
2501	1.126959921
2502	1.126959868
2503	1.126958124
2504	1.126958071
2505	1.126958071
2506	1.126956486
2507	1.126854858
2508	1.126776953
2509	1.126750419
2510	1.126629637
2511	1.126558588
2512	1.12651804
2513	1.12651804
2514	1.126449311
2515	1.12642959
2516	1.126359375
2517	1.126359269
2518	1.126287675
2519	1.126287675
2520	1.126252775
2521	1.126209731
2522	1.126209731
2523	1.126209149
2524	1.126209043
2525	1.126209043
2526	1.126191116
2527	1.12619101
2528	1.126190958
2529	1.12619101
2530	1.126190429
2531	1.126190323
2532	1.126190376
2533	1.126190482
2534	1.126190376
2535	1.126190376
2536	1.126190323
2537	1.126173665
2538	1.126173189
2539	1.126173242
2540	1.126172766
2541	1.126157218
2542	1.126157324
2543	1.126157377
2544	1.126157218
2545	1.126157324
2546	1.126157324
2547	1.126157271
2548	1.126156901
2549	1.126016062
2550	1.126016009
2551	1.126016062
2552	1.126016062
2553	1.126015903
2554	1.126016062
2555	1.125944816
2556	1.125944763
2557	1.125944711
2558	1.125944763
2559	1.125944763
2560	1.125944763
2561	1.125944711
2562	1.125944711
2563	1.125944711
2564	1.125944658
2565	1.125944711
2566	1.125944658
2567	1.125944711
2568	1.125899168
2569	1.125898798
2570	1.125815695
2571	1.125815642
2572	1.125815536
2573	1.125815589
2574	1.125815642
2575	1.125815536
2576	1.125815483
2577	1.125815642
2578	1.125815695
2579	1.125815536
2580	1.125815483
2581	1.125815483
2582	1.125815536
2583	1.125815589
2584	1.125815483
2585	1.125815483
2586	1.125815589
2587	1.125815483
2588	1.125815589
2589	1.125815536
2590	1.125815431
2591	1.125815483
2592	1.125815431
2593	1.125815536
2594	1.125815589
2595	1.125815536
2596	1.125815536
2597	1.125815431
2598	1.125815431
2599	1.125775332
2600	1.125775332
2601	1.125775279
2602	1.125774379
2603	1.125713541
2604	1.125713488
2605	1.125713435
2606	1.125713594
2607	1.125713594
2608	1.125713488
2609	1.125713594
2610	1.125713488
2611	1.125713646
2612	1.125713646
2613	1.125713594
2614	1.125713541
2615	1.125713435
2616	1.125713488
2617	1.125713488
2618	1.125713541
2619	1.125713435
2620	1.125713435
2621	1.125713488
2622	1.125713382
2623	1.125713488
2624	1.125713488
2625	1.125713541
2626	1.125713488
2627	1.125713541
2628	1.125713435
2629	1.125713488
2630	1.125713488
2631	1.125713435
2632	1.125713488
2633	1.125713435
2634	1.125713435
2635	1.125713329
2636	1.125713435
2637	1.125713329
2638	1.125713435
2639	1.125713435
2640	1.125713382
2641	1.125713488
2642	1.125713488
2643	1.125713488
2644	1.125713488
2645	1.125713488
2646	1.125713488
2647	1.125713435
2648	1.125713488
2649	1.125713435
2650	1.125713435
2651	1.125713435
2652	1.125713382
2653	1.125713488
2654	1.125713435
2655	1.125713488
2656	1.125713541
2657	1.125713488
2658	1.125713541
2659	1.125713541
2660	1.125713488
2661	1.125713541
2662	1.125713488
2663	1.125713541
2664	1.125713488
2665	1.125713488
2666	1.125713435
2667	1.125713382
2668	1.125713382
2669	1.125713329
2670	1.125713329
2671	1.125713329
2672	1.125713435
2673	1.125713435
2674	1.125713435
2675	1.125713382
2676	1.125713435
2677	1.125713435
2678	1.125713435
2679	1.125713435
2680	1.125713382
2681	1.125713382
2682	1.125713435
2683	1.125713435
2684	1.125713488
2685	1.125713541
2686	1.125713541
2687	1.125713488
2688	1.125713488
2689	1.125713488
2690	1.125713435
2691	1.125713435
2692	1.125713435
2693	1.125713488
2694	1.125713488
2695	1.125713488
2696	1.125713488
2697	1.125713488
2698	1.125713488
2699	1.125713488
2700	1.125713541
2701	1.125713541
2702	1.125713541
2703	1.125713541
2704	1.125713541
2705	1.125713541
2706	1.125713594
2707	1.125713541
2708	1.125713541
2709	1.125713541
2710	1.125713541
2711	1.125713541
2712	1.125713541
2713	1.125713541
2714	1.125713435
2715	1.125713488
2716	1.125713488
2717	1.125713488
2718	1.125713488
2719	1.125713435
2720	1.125713488
2721	1.125713435
2722	1.125713435
2723	1.125713435
2724	1.125713382
2725	1.125713488
2726	1.125713488
2727	1.125713488
2728	1.125713488
2729	1.125713488
2730	1.125713382
2731	1.125713382
2732	1.125713382
2733	1.125713382
2734	1.125713382
2735	1.125713382
2736	1.125713382
2737	1.125713382
2738	1.125713382
2739	1.125713382
2740	1.125713382
2741	1.125713329
2742	1.125713329
2743	1.125713329
2744	1.125713329
2745	1.125713329
2746	1.125713329
2747	1.125713382
2748	1.125713382
2749	1.125713329
2750	1.125713435
2751	1.125713435
2752	1.125713329
2753	1.125713435
2754	1.125713329
2755	1.125713329
2756	1.125713329
2757	1.125713329
2758	1.125713329
2759	1.125713329
2760	1.125713329
2761	1.125713382
2762	1.125713382
2763	1.125713382
2764	1.125713382
2765	1.125713382
2766	1.125713382
2767	1.125713382
2768	1.125713382
2769	1.125713382
2770	1.125713382
2771	1.125713382
2772	1.125713382
2773	1.125713382
2774	1.125713382
2775	1.125713382
2776	1.125713382
2777	1.125713382
2778	1.125713382
2779	1.125713382
2780	1.125713382
2781	1.125713382
2782	1.125713382
2783	1.125713382
2784	1.125713382
2785	1.125713382
2786	1.125713382
2787	1.125713382
2788	1.125713382
2789	1.125713382
2790	1.125713382
2791	1.125713382
2792	1.125713382
2793	1.125713382
2794	1.125713382
2795	1.125713382
2796	1.125713382
2797	1.125713382
2798	1.125713329
2799	1.125713329
2800	1.125713329
2801	1.125713329
2802	1.125713329
2803	1.125713329
2804	1.125713329
2805	1.125713329
2806	1.125713329
2807	1.125713329
2808	1.125713329
2809	1.125713329
2810	1.125713329
2811	1.125713329
2812	1.125713329
2813	1.125713329
2814	1.125713329
2815	1.125713329
2816	1.125713329
2817	1.125713329
2818	1.125713329
2819	1.125713329
2820	1.125713329
2821	1.125713329
2822	1.125713329
2823	1.125713329
2824	1.125713329
2825	1.125713329
2826	1.125713329
2827	1.125713329
2828	1.125713329
2829	1.125713329
2830	1.125713329
2831	1.125713329
2832	1.125713329
2833	1.125713329
2834	1.125713329
2835	1.125713382
2836	1.125713382
2837	1.125713382
2838	1.125713382
2839	1.125713382
2840	1.125713382
2841	1.125713382
2842	1.125713382
2843	1.125713382
2844	1.125713382
2845	1.125713382
2846	1.125713382
2847	1.125713382
2848	1.125713382
2849	1.125713382
2850	1.125713382
2851	1.125713382
2852	1.125713382
2853	1.125713382
2854	1.125713382
2855	1.125713382
2856	1.125713382
2857	1.125713382
2858	1.125713382
2859	1.125713382
2860	1.125713382
2861	1.125713382
2862	1.125713382
2863	1.125713382
2864	1.125713382
2865	1.125713382
2866	1.125713382
2867	1.125713382
2868	1.125713382
2869	1.125713382
2870	1.125713382
2871	1.125713382
2872	1.125713435
2873	1.125713276
2874	1.125713276
2875	1.125713276
2876	1.125713276
2877	1.125713329
2878	1.125713276
2879	1.125713223
2880	1.125713223
2881	1.125713223
2882	1.125713276
2883	1.125713276
2884	1.12571317
2885	1.12571317
2886	1.125713276
2887	1.125713276
2888	1.125713276
2889	1.125713329
2890	1.125713276
2891	1.125713223
2892	1.125713223
2893	1.125708144
2894	1.125708144
2895	1.125703277
2896	1.125702272
2897	1.125696981
2898	1.125696717
2899	1.125696717
2900	1.125696717
2901	1.125696664
2902	1.125696717
2903	1.125696664
2904	1.125691955
2905	1.125691638
2906	1.125691373
2907	1.125690474
2908	1.125686083
2909	1.125682221
2910	1.125678623
2911	1.125675501
2912	1.125672539
2913	1.125638942
2914	1.12563889
2915	1.12563889
2916	1.125636244
2917	1.125605557
2918	1.12560307
2919	1.12560307
2920	1.125575239
2921	1.125543704
2922	1.125541428
2923	1.125516189
2924	1.125516189
2925	1.125492906
2926	1.125490843
2927	1.125460998
2928	1.125456447
2929	1.125456394
2930	1.125452002
2931	1.125425226
2932	1.125424644
2933	1.125424273
2934	1.125413584
2935	1.125327693
2936	1.125327323
2937	1.125327005
2938	1.125326317
2939	1.125316685
2940	1.125316315
2941	1.125316315
2942	1.125316315
2943	1.125316368
2944	1.125315838
2945	1.125315203
2946	1.125315203
2947	1.125315256
2948	1.125315256
2949	1.125315256
2950	1.125315256
2951	1.125315256
2952	1.125315309
2953	1.125315309
2954	1.125315309
2955	1.125314833
2956	1.125314409
2957	1.125314462
2958	1.125314039
2959	1.125274028
2960	1.125274028
2961	1.125273975
2962	1.125273605
2963	1.125273658
2964	1.12527334
2965	1.125273023
2966	1.125230364
2967	1.125230152
2968	1.125229835
2969	1.125229782
2970	1.125229623
2971	1.125229623
2972	1.125229517
2973	1.125229623
2974	1.125229676
2975	1.125229464
2976	1.125229517
2977	1.125229464
2978	1.125229464
2979	1.125229464
2980	1.125229411
2981	1.125229411
2982	1.125229305
2983	1.125229147
2984	1.125228935
2985	1.125228829
2986	1.12522867
2987	1.125228617
2988	1.1252283
2989	1.1252283
2990	1.125228035
2991	1.125191673
2992	1.125153299
2993	1.12515314
2994	1.125152928
2995	1.12515277
2996	1.125123234
2997	1.125122969
2998	1.125122704
2999	1.125040973
